f,d,N,pi_s,K,theta,w_p,w_e,v 
420,12,40000,1.2,9,0.8161456339256996,0.7761930606692922,0.756872077043447,"[0.00856438 0.15558021 0.06627526 0.07136401 0.02125636 0.12003503
 0.15962147 0.33984116 0.05746211]"
421,12,40000,1.4,1,0.4715605991646167,0.8314005367605569,0.7518678998063919,[1.]
422,12,40000,1.4,6,0.478822562237303,0.5267387039681954,0.8858419621543305,[0.02257393 0.20072719 0.26289958 0.30375979 0.06147453 0.14856498]
423,12,40000,1.4,9,0.8081389602488901,0.6051252794814559,0.7605422883472626,"[0.2392979  0.04484412 0.35439972 0.0206706  0.15222443 0.02772649
 0.07430434 0.04205401 0.04447839]"
424,12,40000,1.4,6,0.5190691330514625,0.6149261796907849,0.8394993245723916,[0.17513224 0.00785935 0.19138647 0.22124813 0.29881468 0.10555913]
425,12,40000,1.4,6,0.4972614363229573,0.2782163674365051,0.7935727120153628,[0.14313719 0.26249521 0.1882037  0.2931082  0.09845214 0.01460356]
426,12,40000,1.4,9,0.22607482558032166,0.9535296185759019,0.9028821502512752,"[0.09589869 0.09160652 0.04500581 0.17018824 0.04632041 0.18673562
 0.03529637 0.28211082 0.04683753]"
427,12,40000,1.4,1,0.32210036417979304,0.5631530536622124,0.8470950495195263,[1.]
428,12,40000,1.4,6,0.15818854917980918,0.413237783973097,0.935657831922508,[0.10611772 0.16843535 0.47803668 0.02800807 0.20030057 0.01910161]
429,12,40000,1.4,9,0.6642630470916344,0.07235044757460775,0.9453901202465134,"[0.23205905 0.15384327 0.05878663 0.0392494  0.20413526 0.12054938
 0.04870533 0.05326693 0.08940476]"
430,12,40000,1.4,3,0.21620791773373038,0.8656547343485163,0.8351880559378065,[0.34683136 0.34236205 0.3108066 ]
431,12,40000,1.6,9,0.7131167053922403,0.7385968775056845,0.9090029597254776,"[0.12737593 0.01248802 0.1143187  0.09440645 0.21933945 0.01011067
 0.18025827 0.1963129  0.04538961]"
432,12,40000,1.6,6,0.9245325518704299,0.38891685410437854,0.8336705483344491,"[2.30573502e-01 1.96685762e-02 1.05478432e-01 5.76435471e-04
 5.99795913e-01 4.39071412e-02]"
433,12,40000,1.6,9,0.04974875888910946,0.5574593334005189,0.8137374993528721,"[0.02524118 0.14994721 0.01608715 0.00104087 0.00465204 0.00661965
 0.16388995 0.04668446 0.58583748]"
434,12,40000,1.6,1,0.5764835174042945,0.2270096596797301,0.9282332577677692,[1.]
435,12,40000,1.6,9,0.5933445954697362,0.8649129125181083,0.9420456087370677,"[0.0808594  0.34135966 0.00260378 0.08217493 0.24158014 0.12836242
 0.04147353 0.0481641  0.03342203]"
436,12,40000,1.6,6,0.9273382937048568,0.33573592109966455,0.7903545082716741,[0.53976646 0.02734286 0.16867075 0.05111771 0.18717415 0.02592807]
437,12,40000,1.6,9,0.7974482936806079,0.3418537164008899,0.820524355601248,"[0.10909667 0.0481961  0.05241316 0.17214781 0.16382888 0.06117339
 0.14143789 0.06639778 0.18530833]"
438,12,40000,1.6,6,0.3756502866078346,0.24916714611842405,0.9122557972977343,[0.043832   0.06667619 0.07766811 0.0990992  0.71054567 0.00217883]
439,12,40000,1.6,6,0.25033876646376363,0.06746482314527896,0.8612995888885455,[0.21845376 0.28140489 0.13583213 0.00913034 0.04737268 0.3078062 ]
440,12,40000,1.6,9,0.40177661583363977,0.5368280116467592,0.8680706890904004,"[0.08169193 0.15999577 0.33278611 0.03698965 0.22181339 0.0986526
 0.01565626 0.00232923 0.05008508]"
441,12,40000,1.8,3,0.5155149042405376,0.21435089915106648,0.8095486280013002,[0.15049572 0.77805546 0.07144881]
442,12,40000,1.8,6,0.6508821091056869,0.023850316210981715,0.7995232225906242,[0.20777828 0.14344779 0.14603132 0.02923806 0.30784477 0.16565978]
443,12,40000,1.8,3,0.32637037181805606,0.9117441261571576,0.8162291702503279,[0.23286487 0.35598744 0.41114769]
444,12,40000,1.8,1,0.4599147871960172,0.6831434201836164,0.887585793848792,[1.]
445,12,40000,1.8,3,0.3961102397687908,0.5635272380717649,0.921974233992119,[0.10291881 0.08705686 0.81002433]
446,12,40000,1.8,3,0.31591496345951264,0.8924590314177099,0.768682097760273,[0.41800982 0.56782838 0.0141618 ]
447,12,40000,1.8,6,0.7323676808130479,0.040326919912155,0.9470029037445715,[0.29158584 0.21177332 0.11692717 0.19341294 0.14492078 0.04137995]
448,12,40000,1.8,6,0.5578742378203818,0.22372796281643348,0.8719495590621955,[0.05604485 0.12155708 0.22921627 0.34813933 0.08683292 0.15820956]
449,12,40000,1.8,1,0.23880825993508648,0.16261309167894772,0.8507458358670159,[1.]
450,12,40000,1.8,9,0.9490227023824124,0.2524846186617848,0.7598074485672707,"[0.0419122  0.0695187  0.07859499 0.02167261 0.37045295 0.15569342
 0.15846815 0.04088278 0.0628042 ]"
451,12,60000,1.0,3,0.6597628213761625,0.8916557423845602,0.8446647806258785,[0.08702806 0.23013884 0.6828331 ]
452,12,60000,1.0,3,0.09257675238999996,0.4858081341883132,0.8882823517352975,[0.66476456 0.33289903 0.00233641]
453,12,60000,1.0,1,0.707523725466839,0.12960465432141285,0.7977742085860735,[1.]
454,12,60000,1.0,3,0.7914538680067247,0.9242674347634114,0.8439223133405984,[0.10550299 0.18747195 0.70702506]
455,12,60000,1.0,3,0.12119204882170742,0.9493310795160352,0.7717779383601017,[0.70762007 0.26646084 0.02591908]
456,12,60000,1.0,6,0.08750914929409725,0.9053955046082406,0.8478551171289261,[0.04199563 0.00971278 0.07323179 0.23747288 0.36318377 0.27440314]
457,12,60000,1.0,9,0.30995766103744404,0.6776398689678544,0.7773514217150354,"[0.06285379 0.13894691 0.22238528 0.24392738 0.00520032 0.09155179
 0.03130571 0.15605684 0.047772  ]"
458,12,60000,1.0,9,0.7128713309799911,0.5219404352631833,0.857493957586398,"[0.0313681  0.05385901 0.010306   0.09286693 0.14750333 0.05652949
 0.16869635 0.19198625 0.24688453]"
459,12,60000,1.0,3,0.5801915497473877,0.9737337166654508,0.8748519101708081,[0.61943462 0.25376065 0.12680473]
460,12,60000,1.0,9,0.054217612531328396,0.300467634583017,0.9166579436944055,"[0.12926249 0.26576582 0.04161232 0.21653449 0.00962817 0.15431285
 0.01016344 0.02070729 0.15201314]"
461,12,60000,1.2,9,0.5979338554820274,0.014570636392645057,0.7703664489950742,"[0.03101153 0.01981649 0.17888461 0.05763608 0.04714245 0.31536074
 0.08211773 0.17615381 0.09187655]"
462,12,60000,1.2,1,0.8876937275588637,0.678791533116399,0.8771645496846904,[1.]
463,12,60000,1.2,6,0.9093538729481613,0.7875772008449653,0.867214428160148,[0.10413149 0.09863224 0.04648035 0.36802336 0.26482999 0.11790256]
464,12,60000,1.2,6,0.5585772155748274,0.5851392807262566,0.752038711539306,[0.17538177 0.17164264 0.30098708 0.07997712 0.02849814 0.24351325]
465,12,60000,1.2,9,0.05457319845199615,0.4931289340543267,0.8761315748354024,"[0.01626228 0.00905867 0.16832742 0.30194961 0.00995188 0.08918079
 0.07339732 0.23344332 0.09842871]"
466,12,60000,1.2,3,0.32502260511437575,0.7597611826347481,0.9351380673248955,[0.15830868 0.60820537 0.23348594]
467,12,60000,1.2,1,0.1907423959441683,0.5355140278268021,0.8776039460987985,[1.]
468,12,60000,1.2,1,0.4921289715664955,0.21953434618792703,0.8302592196390414,[1.]
469,12,60000,1.2,6,0.5825089046426242,0.9252605575414554,0.7865106292342752,[0.46802092 0.06939118 0.15027791 0.1792672  0.01457707 0.11846573]
470,12,60000,1.2,1,0.895707311723547,0.3955634448464833,0.8029689150093627,[1.]
471,12,60000,1.4,1,0.4642443146879688,0.23310028161749863,0.7735942998788514,[1.]
472,12,60000,1.4,1,0.44017598409084224,0.6565794112206892,0.9205309923181937,[1.]
473,12,60000,1.4,9,0.8867415285642465,0.3325290680900429,0.8776378969069372,"[0.13489896 0.04791595 0.13744521 0.03348041 0.06203713 0.22460435
 0.29860932 0.02618019 0.03482848]"
474,12,60000,1.4,3,0.5452543674219815,0.8743592139058982,0.9234457288216801,[0.69538488 0.15733648 0.14727864]
475,12,60000,1.4,9,0.8312967672927285,0.4410059355362117,0.7685341205684837,"[0.04077748 0.07216843 0.20144418 0.09921636 0.05313477 0.03985863
 0.40108432 0.00296039 0.08935544]"
476,12,60000,1.4,6,0.46540021160704503,0.20717720451204044,0.8205616376461768,[0.19304737 0.13919822 0.03051511 0.04490536 0.33712555 0.25520838]
477,12,60000,1.4,1,0.9374216108873892,0.6828711051873961,0.8651527370759298,[1.]
478,12,60000,1.4,3,0.6184724273437483,0.8213229416752611,0.8518859852664652,[0.33591392 0.13692458 0.52716149]
479,12,60000,1.4,9,0.3352095422266189,0.5617490096652817,0.9111258931898601,"[0.00740769 0.0384009  0.31643436 0.08636117 0.2037837  0.08111635
 0.22115126 0.00396164 0.04138293]"
480,12,60000,1.4,9,0.642398123034894,0.4782748676512697,0.7636552777933574,"[0.00395091 0.00433923 0.15087809 0.01437252 0.0140281  0.10791365
 0.16763667 0.10656718 0.43031366]"
481,12,60000,1.6,6,0.011155756604939726,0.9503916842565884,0.85762507304554,[0.08338776 0.35642206 0.03885372 0.05926345 0.06084249 0.40123052]
482,12,60000,1.6,6,0.3660172939172922,0.8379999147786371,0.8001029403529943,[0.42150343 0.00396873 0.40823998 0.01256389 0.02356815 0.13015583]
483,12,60000,1.6,9,0.10924021817320462,0.6812970805212483,0.8440880155003473,"[0.34566752 0.08245662 0.13389337 0.0358008  0.0876293  0.0330104
 0.20891114 0.02241464 0.0502162 ]"
484,12,60000,1.6,1,0.5744831606040733,0.025736630031502505,0.8999306637816298,[1.]
485,12,60000,1.6,6,0.7385307527833794,0.5571652875481745,0.8971346059525043,[0.04095117 0.40309797 0.14401181 0.05348231 0.25158483 0.1068719 ]
486,12,60000,1.6,6,0.7458348984341855,0.3714459926660261,0.8583329239807918,[0.05082823 0.00311651 0.03488996 0.01979909 0.71960565 0.17176057]
487,12,60000,1.6,1,0.8373030062404428,0.7163661536691385,0.8569764190144671,[1.]
488,12,60000,1.6,1,0.6707332132912235,0.6690478951018877,0.8659136954445262,[1.]
489,12,60000,1.6,1,0.6171045918200044,0.13271420211964988,0.8858753594339457,[1.]
490,12,60000,1.6,9,0.778375199053627,0.08110888835862708,0.9149549282796521,"[0.04398879 0.03061623 0.19131998 0.13739269 0.18154679 0.02876628
 0.02606459 0.19590765 0.16439699]"
491,12,60000,1.8,1,0.17980959151117915,0.6087952671726975,0.9041144183398244,[1.]
492,12,60000,1.8,3,0.27500770520182694,0.7114488021915096,0.8739232472761226,[0.21211758 0.32460752 0.4632749 ]
493,12,60000,1.8,6,0.6055329487770806,0.8485370888100663,0.831283813650764,[0.02890912 0.00238596 0.3097636  0.05419962 0.49398558 0.11075611]
494,12,60000,1.8,1,0.5659563979046776,0.43443293745373796,0.8634167513443679,[1.]
495,12,60000,1.8,3,0.911150348676614,0.40861873128041676,0.907833573424794,[0.03110176 0.26536927 0.70352897]
496,12,60000,1.8,3,0.040450719038207295,0.3677207506535336,0.793122067813514,[0.47160075 0.15063094 0.37776831]
497,12,60000,1.8,1,0.9532979348074531,0.2034500012121932,0.8878940358661626,[1.]
498,12,60000,1.8,9,0.9243906144231225,0.1085601801906314,0.8558319919934342,"[0.01386387 0.06268889 0.0688007  0.12170814 0.12680041 0.11928946
 0.24799582 0.06802583 0.17082689]"
499,12,60000,1.8,9,0.8892169158588888,0.8636951579817473,0.8151282372551809,"[0.04691344 0.03174669 0.04909823 0.15827593 0.14457894 0.16195759
 0.05748972 0.203377   0.14656246]"
500,12,60000,1.8,6,0.45786402039429897,0.737817917857556,0.777682599489779,[0.26003601 0.00697722 0.28193946 0.21660354 0.02797956 0.20646421]
501,13,10000,1.0,9,0.649145243378298,0.13136852753297876,0.8253226306361153,"[0.06338936 0.09407037 0.2351841  0.02121598 0.00123224 0.03943347
 0.34594275 0.19237935 0.00715239]"
502,13,10000,1.0,1,0.5129886842808768,0.6200674194390761,0.8171830856058375,[1.]
503,13,10000,1.0,9,0.41354452094473304,0.8189558079720537,0.9312161850286923,"[0.03998375 0.06053463 0.02632313 0.02612273 0.04671227 0.40226435
 0.04885244 0.2319256  0.11728109]"
504,13,10000,1.0,1,0.8794243430414364,0.32220216997552276,0.7594014458795812,[1.]
505,13,10000,1.0,9,0.12200476336902732,0.3919958389827277,0.7920577738269613,"[0.1492711  0.04049692 0.03308335 0.10697054 0.20864461 0.1352041
 0.06480696 0.04754806 0.21397437]"
506,13,10000,1.0,1,0.7504706895556759,0.32742237520752426,0.849359400783996,[1.]
507,13,10000,1.0,1,0.2531636995329476,0.5304084118625753,0.9158280309302361,[1.]
508,13,10000,1.0,3,0.06905902525861984,0.4670139801800889,0.85230888564886,[0.52170267 0.45805768 0.02023965]
509,13,10000,1.0,6,0.17151070728662154,0.40476781298052944,0.9238956987487534,[0.03948756 0.20486158 0.01813915 0.32082694 0.21047676 0.20620801]
510,13,10000,1.0,3,0.2919311140314045,0.6055899594726704,0.9025313807649264,[0.0799984  0.72719832 0.19280328]
511,13,10000,1.2,3,0.3733371742552939,0.4779800180983229,0.7848550409056892,[0.67874372 0.10145939 0.21979689]
512,13,10000,1.2,1,0.5483478722100292,0.47704329725667816,0.7928102712445211,[1.]
513,13,10000,1.2,1,0.6310915751456109,0.016396244214273444,0.9356930321429368,[1.]
514,13,10000,1.2,6,0.9349702845568585,0.81475157966253,0.9268462610026644,[0.09131678 0.59648036 0.18982891 0.02392464 0.05433441 0.04411491]
515,13,10000,1.2,3,0.25663836199901324,0.07414401277957086,0.863864497039869,[0.16244979 0.79840635 0.03914386]
516,13,10000,1.2,6,0.8607613316981431,0.61458721787032,0.9119065051059724,[0.54154394 0.13509404 0.0209147  0.10786865 0.11963073 0.07494793]
517,13,10000,1.2,1,0.7979932442887778,0.4221263911509114,0.860390884010297,[1.]
518,13,10000,1.2,6,0.5034850967351108,0.061482205352028835,0.9439504801170995,[0.26594794 0.06836028 0.06625574 0.00682216 0.37566721 0.21694666]
519,13,10000,1.2,1,0.16378407999828604,0.6071578391915621,0.7784182422436938,[1.]
520,13,10000,1.2,9,0.64104336945033,0.36877825604081005,0.8468898067564882,"[0.03019664 0.0133479  0.19132134 0.04257872 0.190207   0.25869432
 0.15260356 0.02889822 0.09215231]"
521,13,10000,1.4,9,0.35139752332930163,0.5610633471668739,0.9337735632247953,"[0.26450517 0.11762605 0.08232155 0.00846928 0.05321279 0.02960639
 0.14128693 0.1533131  0.14965874]"
522,13,10000,1.4,9,0.0909218839607373,0.7645629433518076,0.92732628758633,"[0.02023923 0.11990569 0.0204429  0.1001397  0.1205886  0.3121588
 0.24466994 0.01816303 0.04369211]"
523,13,10000,1.4,9,0.19389877693912694,0.9635476762636406,0.8370595217591559,"[0.07899416 0.51646113 0.099873   0.03276103 0.0327071  0.12330061
 0.00957647 0.07107675 0.03524975]"
524,13,10000,1.4,3,0.5808746667641637,0.46261667517527244,0.8532766827367827,[0.57242635 0.36366482 0.06390883]
525,13,10000,1.4,6,0.8107474537512718,0.14894380997755183,0.8746511991525288,[0.41387494 0.35802817 0.03487105 0.02603095 0.11957741 0.04761748]
526,13,10000,1.4,9,0.2909144910141793,0.13233434034408448,0.7953975841807777,"[0.15008683 0.0948603  0.13272433 0.05048048 0.07471339 0.13799242
 0.08703755 0.0631189  0.20898579]"
527,13,10000,1.4,6,0.7257523189521025,0.015671634555977337,0.8334592762053686,[0.29777467 0.26236202 0.16873708 0.05333817 0.16417108 0.05361698]
528,13,10000,1.4,9,0.025804759679140976,0.6069524862970809,0.8806843223234909,"[0.05411621 0.24367628 0.23987686 0.12231611 0.04661329 0.03071538
 0.01553517 0.18323122 0.06391948]"
529,13,10000,1.4,6,0.7018978900342547,0.6154820234670488,0.8866054398186916,[0.04220598 0.15330562 0.13979082 0.13178539 0.00593165 0.52698053]
530,13,10000,1.4,1,0.8332480309140532,0.13881456601167064,0.8518474668748507,[1.]
531,13,10000,1.6,9,0.7074058996238869,0.7556200691575317,0.8908038892534568,"[0.06669611 0.34283691 0.12289799 0.03284645 0.17602235 0.16942321
 0.00832565 0.01588219 0.06506915]"
532,13,10000,1.6,1,0.4828615588504275,0.5322891547917772,0.7899663766016976,[1.]
533,13,10000,1.6,6,0.9227827651179206,0.9885516577817604,0.9347264153792357,[0.09799869 0.504921   0.23909956 0.0966967  0.00112932 0.06015473]
534,13,10000,1.6,3,0.7318478411707793,0.2470041570755299,0.893620096587792,[0.0295107  0.79782458 0.17266472]
535,13,10000,1.6,9,0.6818589584593543,0.5225023388109018,0.8540532968336217,"[0.1044318  0.074198   0.13659478 0.09928794 0.18074418 0.11701299
 0.02349006 0.00556856 0.25867167]"
536,13,10000,1.6,3,0.5040536526888153,0.5236886536095363,0.8805724027776678,[0.65937024 0.02111961 0.31951014]
537,13,10000,1.6,1,0.3177890623413676,0.6698301714163283,0.9477637398091431,[1.]
538,13,10000,1.6,9,0.5944708616773211,0.15123002511233993,0.8901429650889036,"[0.11303953 0.02612842 0.20884024 0.04432747 0.0957766  0.31858275
 0.06365192 0.11447265 0.01518042]"
539,13,10000,1.6,3,0.37635460919107067,0.055682769856147445,0.7805356588371642,[0.21340513 0.64377969 0.14281518]
540,13,10000,1.6,1,0.3650565269935844,0.2657408738380224,0.9137708338864711,[1.]
541,13,10000,1.8,9,0.3207458040013498,0.7159222228085786,0.7580840828854527,"[0.0713018  0.05930684 0.36571771 0.01816728 0.19139524 0.16228609
 0.01362366 0.05591981 0.06228157]"
542,13,10000,1.8,3,0.28752189447255827,0.3415732421854467,0.9082468756793893,[0.38472323 0.36175401 0.25352275]
543,13,10000,1.8,6,0.2480657188080011,0.7489857181790037,0.8828850231297507,[0.0582671  0.17536017 0.39611166 0.06016633 0.13458405 0.17551069]
544,13,10000,1.8,6,0.2562040434228995,0.5803715504908223,0.8353156588266467,[0.48545841 0.15540496 0.01000101 0.0760395  0.1301951  0.14290101]
545,13,10000,1.8,6,0.26148145583593485,0.9732026413579717,0.9099957257562843,[0.07996338 0.0881199  0.10985986 0.12861562 0.30489543 0.2885458 ]
546,13,10000,1.8,3,0.5571177916637395,0.9044291924476098,0.8676977587378787,[0.58121641 0.37962171 0.03916188]
547,13,10000,1.8,9,0.7964388978380118,0.41907865749556095,0.770294094176232,"[0.09520675 0.10949645 0.03875439 0.15750306 0.09633444 0.11133267
 0.01442893 0.18177697 0.19516635]"
548,13,10000,1.8,9,0.5425707436691428,0.8318112444935252,0.9147965832032361,"[0.5945719  0.00248936 0.00959145 0.06251566 0.02428567 0.12411332
 0.07713625 0.0264635  0.07883291]"
549,13,10000,1.8,3,0.737232664874653,0.13610675686815163,0.8988229749063634,[0.08601734 0.9058052  0.00817746]
550,13,10000,1.8,3,0.12096140071133143,0.7294329780456945,0.8856786514490642,[0.17236482 0.0070872  0.82054798]
551,13,20000,1.0,1,0.6592469209654235,0.38100354864307795,0.7803049612458945,[1.]
552,13,20000,1.0,3,0.6419392926181661,0.1696337741986323,0.9229134202954848,[0.33381425 0.50235776 0.163828  ]
553,13,20000,1.0,6,0.45138830805375274,0.7672510192978443,0.8813999770464578,[0.23262572 0.17972504 0.19432803 0.20413848 0.030752   0.15843074]
554,13,20000,1.0,3,0.07968950974695366,0.39608968399289846,0.9344776753352997,[0.00398121 0.92100899 0.0750098 ]
555,13,20000,1.0,9,0.25991983909295624,0.957498399636583,0.8998801128071672,"[0.40150864 0.04666453 0.06274391 0.08560879 0.19779468 0.02501742
 0.03747576 0.04653166 0.09665461]"
556,13,20000,1.0,1,0.2636849251173593,0.7894415713330284,0.8188316680286962,[1.]
557,13,20000,1.0,1,0.17218697123936433,0.6894315735029685,0.797698290197653,[1.]
558,13,20000,1.0,9,0.5778000715777549,0.04618931933849107,0.886005282290595,"[0.01275561 0.23766311 0.13743973 0.1039794  0.01804181 0.28514699
 0.04687087 0.08714829 0.07095418]"
559,13,20000,1.0,6,0.42397942597234084,0.6556264296374328,0.9067642625577118,[0.33807027 0.32439378 0.02516958 0.21567879 0.00433841 0.09234916]
560,13,20000,1.0,1,0.5352414664323042,0.85642000272908,0.9107861451463276,[1.]
561,13,20000,1.2,3,0.8244597932538799,0.05914925665692886,0.805994653144259,[0.03611465 0.33392952 0.62995583]
562,13,20000,1.2,1,0.3911210135837001,0.20099571860391444,0.9067517282193343,[1.]
563,13,20000,1.2,6,0.9088460287363931,0.5614528228330539,0.8699881626683378,[0.08634217 0.06091805 0.18302967 0.1412953  0.4100694  0.11834541]
564,13,20000,1.2,6,0.9696787850924496,0.4036151824107678,0.8745851190774354,[0.22414046 0.03450063 0.03124645 0.10740663 0.04551003 0.5571958 ]
565,13,20000,1.2,3,0.4683142844654591,0.7226607440148798,0.7826429052218891,[0.41038417 0.06299924 0.52661659]
566,13,20000,1.2,9,0.7440567973778472,0.45473823536760155,0.7914745272072901,"[0.15122028 0.06459164 0.06779848 0.07499364 0.19537886 0.34291859
 0.00360707 0.06165572 0.03783572]"
567,13,20000,1.2,9,0.4260450046111014,0.5001822773248855,0.937553474481265,"[0.15677402 0.33355117 0.05573426 0.07481318 0.00553975 0.08549944
 0.06338557 0.05142188 0.17328072]"
568,13,20000,1.2,3,0.43619611464806174,0.022815463910732803,0.9061263142561452,[0.07497716 0.66066945 0.26435339]
569,13,20000,1.2,9,0.6038722633556928,0.7061749006587954,0.9072127064149914,"[0.00061316 0.0071554  0.10855282 0.20539462 0.04859489 0.16677054
 0.19319083 0.21138605 0.05834167]"
570,13,20000,1.2,6,0.9224961507245051,0.45460362753069095,0.8390661396074462,[0.04436416 0.27551802 0.04828428 0.04468192 0.04536738 0.54178424]
571,13,20000,1.4,6,0.8305237865892845,0.08258875893086813,0.8054992390129843,[0.20463445 0.1041125  0.07212191 0.09195915 0.2759201  0.25125189]
572,13,20000,1.4,1,0.9782640327807525,0.8160456123126388,0.7520666072366088,[1.]
573,13,20000,1.4,6,0.3523778557168056,0.6294975711554719,0.9177427538601987,[0.06103703 0.12344473 0.46974792 0.20526574 0.1266005  0.01390408]
574,13,20000,1.4,6,0.36378702331231316,0.24778007538727626,0.8689099052654148,[0.12434908 0.02488696 0.05697134 0.27934014 0.10129862 0.41315387]
575,13,20000,1.4,6,0.7253869776594138,0.33229694008493627,0.9188179804577002,[0.10628808 0.06952493 0.10876168 0.2682962  0.26313094 0.18399817]
576,13,20000,1.4,9,0.4496712283400903,0.3874187933050308,0.8952733999719137,"[0.0287923  0.02604381 0.10915846 0.11812645 0.19754006 0.36345052
 0.01012335 0.13010363 0.01666143]"
577,13,20000,1.4,6,0.7643270255798482,0.0484953983500018,0.8672892733834037,[0.22734931 0.21173639 0.14558552 0.23938705 0.1077186  0.06822313]
578,13,20000,1.4,1,0.8586065177124884,0.2573256354261558,0.7705305616832396,[1.]
579,13,20000,1.4,9,0.9369044734446593,0.9403852488914557,0.7887753284372087,"[0.10308566 0.06426973 0.20298706 0.16803116 0.16990557 0.0663468
 0.17261231 0.04419243 0.00856929]"
580,13,20000,1.4,9,0.7856000609258214,0.7855784675453205,0.9499904203944498,"[0.46227639 0.04218371 0.13803992 0.0459863  0.06066354 0.09472029
 0.02754606 0.12195999 0.00662382]"
581,13,20000,1.6,1,0.36292910232181974,0.18993065314436772,0.928065314622682,[1.]
582,13,20000,1.6,9,0.44654101640854804,0.5455987906455152,0.8039910753981867,"[0.07027505 0.04276592 0.05904331 0.43759324 0.23165004 0.03264347
 0.07270587 0.05127524 0.00204785]"
583,13,20000,1.6,9,0.9632834909365517,0.6410491647392509,0.9341188409060677,"[0.18391899 0.10752542 0.18301131 0.01670899 0.02547169 0.09636886
 0.03888765 0.18663282 0.16147427]"
584,13,20000,1.6,1,0.6562178438464713,0.6432683800235475,0.780271963585466,[1.]
585,13,20000,1.6,1,0.9382158277287127,0.7452899587221906,0.8492873235194119,[1.]
586,13,20000,1.6,3,0.10336100939897808,0.8846450517135183,0.7569139032697267,[0.17189064 0.76971237 0.05839699]
587,13,20000,1.6,3,0.9618019175858991,0.3440162105408062,0.8641811462273936,[0.26208053 0.11905237 0.6188671 ]
588,13,20000,1.6,3,0.6977731568244927,0.2079808969801383,0.8778638565519192,[0.35994641 0.17133681 0.46871678]
589,13,20000,1.6,6,0.17854417648732768,0.24600076390491527,0.7788578976272016,[0.01939172 0.05018728 0.23700799 0.50023818 0.0667224  0.12645243]
590,13,20000,1.6,9,0.6536319129602463,0.9683419367637436,0.9113242662064421,"[0.03661799 0.12191029 0.16365792 0.12373639 0.08666031 0.01173533
 0.15221094 0.19437527 0.10909555]"
591,13,20000,1.8,6,0.3423068073088211,0.17322685947124647,0.7836255912182729,[0.48517829 0.20713293 0.03836914 0.14649175 0.03593132 0.08689657]
592,13,20000,1.8,9,0.7041079512684248,0.417799089922429,0.8464819033485603,"[1.06861047e-02 5.44609152e-02 4.23406409e-02 2.50471057e-04
 1.56866942e-01 4.38505195e-02 9.38757666e-02 3.06674636e-01
 2.90994004e-01]"
593,13,20000,1.8,3,0.3177898644017155,0.7325613498916481,0.9169157998896904,[0.39623968 0.34353423 0.26022609]
594,13,20000,1.8,3,0.3701637133577633,0.8398477814968123,0.8688881225085878,[0.06363936 0.16427069 0.77208995]
595,13,20000,1.8,6,0.7735865397987857,0.7043751486054051,0.7606922037443377,[0.03146552 0.21150368 0.17203285 0.20563579 0.1005211  0.27884106]
596,13,20000,1.8,1,0.7377179789887506,0.6201450182034798,0.8118228820600107,[1.]
597,13,20000,1.8,9,0.32701393136095935,0.7395408400308794,0.7684142020300598,"[0.0837886  0.03973761 0.12134956 0.13090214 0.06231481 0.02749152
 0.06639533 0.24243178 0.22558865]"
598,13,20000,1.8,3,0.4887376454665676,0.9504609750178782,0.7936462129644309,[0.65925733 0.31384548 0.02689719]
599,13,20000,1.8,9,0.5609551182021135,0.3671468851836998,0.8147543213058609,"[0.10993368 0.1315105  0.02265597 0.08311199 0.08656801 0.17084847
 0.05362703 0.19542898 0.14631538]"
600,13,20000,1.8,9,0.151562280905439,0.8569436646838697,0.9251754460393932,"[0.05788371 0.07373547 0.18386235 0.30497826 0.04195084 0.02123974
 0.09782469 0.20954624 0.0089787 ]"
601,13,40000,1.0,9,0.16810243319695994,0.6722274606364065,0.8612175963067508,"[0.13871485 0.0694746  0.06379027 0.08740889 0.013745   0.03416609
 0.04787361 0.53026822 0.01455845]"
602,13,40000,1.0,9,0.976156811758367,0.9598243477857993,0.8001111221261199,"[0.01257704 0.33554132 0.0240906  0.12648807 0.02499887 0.06695647
 0.23055091 0.00524577 0.17355096]"
603,13,40000,1.0,6,0.6867654078130446,0.7833589076659294,0.87549586089006,[0.02557962 0.03984265 0.13232499 0.18524754 0.51395135 0.10305385]
604,13,40000,1.0,1,0.11111609923835841,0.8547986412209073,0.8719279844774095,[1.]
605,13,40000,1.0,6,0.6635416341980902,0.3999292713253327,0.9364336141573795,[0.15357932 0.05614037 0.07369759 0.08125726 0.24888739 0.38643808]
606,13,40000,1.0,9,0.02842715715352029,0.9313287955263488,0.7529519908506117,"[0.09580077 0.06042066 0.02172255 0.12887949 0.23331287 0.01642874
 0.06853305 0.34115538 0.0337465 ]"
607,13,40000,1.0,9,0.6190162821579309,0.5300938756456582,0.7786983243631649,"[0.08166375 0.05122516 0.0844065  0.06087701 0.15819963 0.00838134
 0.14316497 0.0841094  0.32797225]"
608,13,40000,1.0,1,0.5467403163532821,0.1266172091025852,0.9226560602229814,[1.]
609,13,40000,1.0,3,0.2826813871256896,0.8793103860528175,0.9105560691883919,[0.26538145 0.64231768 0.09230087]
610,13,40000,1.0,1,0.7832463483218188,0.5582397274594091,0.7643545421327513,[1.]
611,13,40000,1.2,6,0.7741322861397527,0.32201132391984655,0.8892971188986185,[0.19343487 0.2474281  0.12063473 0.14150312 0.16538898 0.13161019]
