f,s,d,N,pi_s,K,theta,w_p,w_e,v
90,6,10,10000,1.6,7,0.051097068401403,0.7904010968534316,0.7535847741160412,"[0.22115506 0.03527692 0.15685636 0.03702901 0.18184594 0.23510745
 0.13272927]"
90,7,10,10000,1.6,7,0.051097068401403,0.7904010968534316,0.7535847741160412,"[0.22115506 0.03527692 0.15685636 0.03702901 0.18184594 0.23510745
 0.13272927]"
90,8,10,10000,1.6,7,0.051097068401403,0.7904010968534316,0.7535847741160412,"[0.22115506 0.03527692 0.15685636 0.03702901 0.18184594 0.23510745
 0.13272927]"
90,9,10,10000,1.6,7,0.051097068401403,0.7904010968534316,0.7535847741160412,"[0.22115506 0.03527692 0.15685636 0.03702901 0.18184594 0.23510745
 0.13272927]"
90,10,10,10000,1.6,7,0.051097068401403,0.7904010968534316,0.7535847741160412,"[0.22115506 0.03527692 0.15685636 0.03702901 0.18184594 0.23510745
 0.13272927]"
91,1,10,10000,1.8,5,0.9869803218883632,0.4265300694179588,0.9238193395533664,[0.14583087 0.20868474 0.26156027 0.28339473 0.10052939]
91,2,10,10000,1.8,5,0.9869803218883632,0.4265300694179588,0.9238193395533664,[0.14583087 0.20868474 0.26156027 0.28339473 0.10052939]
91,3,10,10000,1.8,5,0.9869803218883632,0.4265300694179588,0.9238193395533664,[0.14583087 0.20868474 0.26156027 0.28339473 0.10052939]
91,4,10,10000,1.8,5,0.9869803218883632,0.4265300694179588,0.9238193395533664,[0.14583087 0.20868474 0.26156027 0.28339473 0.10052939]
91,5,10,10000,1.8,5,0.9869803218883632,0.4265300694179588,0.9238193395533664,[0.14583087 0.20868474 0.26156027 0.28339473 0.10052939]
91,6,10,10000,1.8,5,0.9869803218883632,0.4265300694179588,0.9238193395533664,[0.14583087 0.20868474 0.26156027 0.28339473 0.10052939]
91,7,10,10000,1.8,5,0.9869803218883632,0.4265300694179588,0.9238193395533664,[0.14583087 0.20868474 0.26156027 0.28339473 0.10052939]
91,8,10,10000,1.8,5,0.9869803218883632,0.4265300694179588,0.9238193395533664,[0.14583087 0.20868474 0.26156027 0.28339473 0.10052939]
91,9,10,10000,1.8,5,0.9869803218883632,0.4265300694179588,0.9238193395533664,[0.14583087 0.20868474 0.26156027 0.28339473 0.10052939]
91,10,10,10000,1.8,5,0.9869803218883632,0.4265300694179588,0.9238193395533664,[0.14583087 0.20868474 0.26156027 0.28339473 0.10052939]
92,1,10,10000,1.8,2,0.2469984472778326,0.2139820185239882,0.839388824593654,[0.08112293 0.91887707]
92,2,10,10000,1.8,2,0.2469984472778326,0.2139820185239882,0.839388824593654,[0.08112293 0.91887707]
92,3,10,10000,1.8,2,0.2469984472778326,0.2139820185239882,0.839388824593654,[0.08112293 0.91887707]
92,4,10,10000,1.8,2,0.2469984472778326,0.2139820185239882,0.839388824593654,[0.08112293 0.91887707]
92,5,10,10000,1.8,2,0.2469984472778326,0.2139820185239882,0.839388824593654,[0.08112293 0.91887707]
92,6,10,10000,1.8,2,0.2469984472778326,0.2139820185239882,0.839388824593654,[0.08112293 0.91887707]
92,7,10,10000,1.8,2,0.2469984472778326,0.2139820185239882,0.839388824593654,[0.08112293 0.91887707]
92,8,10,10000,1.8,2,0.2469984472778326,0.2139820185239882,0.839388824593654,[0.08112293 0.91887707]
92,9,10,10000,1.8,2,0.2469984472778326,0.2139820185239882,0.839388824593654,[0.08112293 0.91887707]
92,10,10,10000,1.8,2,0.2469984472778326,0.2139820185239882,0.839388824593654,[0.08112293 0.91887707]
93,1,10,10000,1.8,1,0.2128678198651078,0.7555218874142672,0.8440424026246386,[1.]
93,2,10,10000,1.8,1,0.2128678198651078,0.7555218874142672,0.8440424026246386,[1.]
93,3,10,10000,1.8,1,0.2128678198651078,0.7555218874142672,0.8440424026246386,[1.]
93,4,10,10000,1.8,1,0.2128678198651078,0.7555218874142672,0.8440424026246386,[1.]
93,5,10,10000,1.8,1,0.2128678198651078,0.7555218874142672,0.8440424026246386,[1.]
93,6,10,10000,1.8,1,0.2128678198651078,0.7555218874142672,0.8440424026246386,[1.]
93,7,10,10000,1.8,1,0.2128678198651078,0.7555218874142672,0.8440424026246386,[1.]
93,8,10,10000,1.8,1,0.2128678198651078,0.7555218874142672,0.8440424026246386,[1.]
93,9,10,10000,1.8,1,0.2128678198651078,0.7555218874142672,0.8440424026246386,[1.]
93,10,10,10000,1.8,1,0.2128678198651078,0.7555218874142672,0.8440424026246386,[1.]
94,1,10,10000,1.8,7,0.0621461448407949,0.9219878931320824,0.9439791185034916,"[0.1031955  0.32931856 0.04354471 0.02310022 0.21052411 0.26762358
 0.02269333]"
94,2,10,10000,1.8,7,0.0621461448407949,0.9219878931320824,0.9439791185034916,"[0.1031955  0.32931856 0.04354471 0.02310022 0.21052411 0.26762358
 0.02269333]"
94,3,10,10000,1.8,7,0.0621461448407949,0.9219878931320824,0.9439791185034916,"[0.1031955  0.32931856 0.04354471 0.02310022 0.21052411 0.26762358
 0.02269333]"
94,4,10,10000,1.8,7,0.0621461448407949,0.9219878931320824,0.9439791185034916,"[0.1031955  0.32931856 0.04354471 0.02310022 0.21052411 0.26762358
 0.02269333]"
94,5,10,10000,1.8,7,0.0621461448407949,0.9219878931320824,0.9439791185034916,"[0.1031955  0.32931856 0.04354471 0.02310022 0.21052411 0.26762358
 0.02269333]"
94,6,10,10000,1.8,7,0.0621461448407949,0.9219878931320824,0.9439791185034916,"[0.1031955  0.32931856 0.04354471 0.02310022 0.21052411 0.26762358
 0.02269333]"
94,7,10,10000,1.8,7,0.0621461448407949,0.9219878931320824,0.9439791185034916,"[0.1031955  0.32931856 0.04354471 0.02310022 0.21052411 0.26762358
 0.02269333]"
94,8,10,10000,1.8,7,0.0621461448407949,0.9219878931320824,0.9439791185034916,"[0.1031955  0.32931856 0.04354471 0.02310022 0.21052411 0.26762358
 0.02269333]"
94,9,10,10000,1.8,7,0.0621461448407949,0.9219878931320824,0.9439791185034916,"[0.1031955  0.32931856 0.04354471 0.02310022 0.21052411 0.26762358
 0.02269333]"
94,10,10,10000,1.8,7,0.0621461448407949,0.9219878931320824,0.9439791185034916,"[0.1031955  0.32931856 0.04354471 0.02310022 0.21052411 0.26762358
 0.02269333]"
95,1,10,10000,1.8,1,0.8167045209346154,0.3793483710088058,0.9032586546289096,[1.]
95,2,10,10000,1.8,1,0.8167045209346154,0.3793483710088058,0.9032586546289096,[1.]
95,3,10,10000,1.8,1,0.8167045209346154,0.3793483710088058,0.9032586546289096,[1.]
95,4,10,10000,1.8,1,0.8167045209346154,0.3793483710088058,0.9032586546289096,[1.]
95,5,10,10000,1.8,1,0.8167045209346154,0.3793483710088058,0.9032586546289096,[1.]
95,6,10,10000,1.8,1,0.8167045209346154,0.3793483710088058,0.9032586546289096,[1.]
95,7,10,10000,1.8,1,0.8167045209346154,0.3793483710088058,0.9032586546289096,[1.]
95,8,10,10000,1.8,1,0.8167045209346154,0.3793483710088058,0.9032586546289096,[1.]
95,9,10,10000,1.8,1,0.8167045209346154,0.3793483710088058,0.9032586546289096,[1.]
95,10,10,10000,1.8,1,0.8167045209346154,0.3793483710088058,0.9032586546289096,[1.]
96,1,10,10000,1.8,1,0.8458537960650392,0.8271334436309372,0.8347269040754263,[1.]
96,2,10,10000,1.8,1,0.8458537960650392,0.8271334436309372,0.8347269040754263,[1.]
96,3,10,10000,1.8,1,0.8458537960650392,0.8271334436309372,0.8347269040754263,[1.]
96,4,10,10000,1.8,1,0.8458537960650392,0.8271334436309372,0.8347269040754263,[1.]
96,5,10,10000,1.8,1,0.8458537960650392,0.8271334436309372,0.8347269040754263,[1.]
96,6,10,10000,1.8,1,0.8458537960650392,0.8271334436309372,0.8347269040754263,[1.]
96,7,10,10000,1.8,1,0.8458537960650392,0.8271334436309372,0.8347269040754263,[1.]
96,8,10,10000,1.8,1,0.8458537960650392,0.8271334436309372,0.8347269040754263,[1.]
96,9,10,10000,1.8,1,0.8458537960650392,0.8271334436309372,0.8347269040754263,[1.]
96,10,10,10000,1.8,1,0.8458537960650392,0.8271334436309372,0.8347269040754263,[1.]
97,1,10,10000,1.8,1,0.4897370983844809,0.1217790689742948,0.8834228871351739,[1.]
97,2,10,10000,1.8,1,0.4897370983844809,0.1217790689742948,0.8834228871351739,[1.]
97,3,10,10000,1.8,1,0.4897370983844809,0.1217790689742948,0.8834228871351739,[1.]
97,4,10,10000,1.8,1,0.4897370983844809,0.1217790689742948,0.8834228871351739,[1.]
97,5,10,10000,1.8,1,0.4897370983844809,0.1217790689742948,0.8834228871351739,[1.]
97,6,10,10000,1.8,1,0.4897370983844809,0.1217790689742948,0.8834228871351739,[1.]
97,7,10,10000,1.8,1,0.4897370983844809,0.1217790689742948,0.8834228871351739,[1.]
97,8,10,10000,1.8,1,0.4897370983844809,0.1217790689742948,0.8834228871351739,[1.]
97,9,10,10000,1.8,1,0.4897370983844809,0.1217790689742948,0.8834228871351739,[1.]
97,10,10,10000,1.8,1,0.4897370983844809,0.1217790689742948,0.8834228871351739,[1.]
98,1,10,10000,1.8,2,0.2703558859336253,0.1239354666337613,0.9408657331911908,[7.86089882e-04 9.99213910e-01]
98,2,10,10000,1.8,2,0.2703558859336253,0.1239354666337613,0.9408657331911908,[7.86089882e-04 9.99213910e-01]
98,3,10,10000,1.8,2,0.2703558859336253,0.1239354666337613,0.9408657331911908,[7.86089882e-04 9.99213910e-01]
98,4,10,10000,1.8,2,0.2703558859336253,0.1239354666337613,0.9408657331911908,[7.86089882e-04 9.99213910e-01]
98,5,10,10000,1.8,2,0.2703558859336253,0.1239354666337613,0.9408657331911908,[7.86089882e-04 9.99213910e-01]
98,6,10,10000,1.8,2,0.2703558859336253,0.1239354666337613,0.9408657331911908,[7.86089882e-04 9.99213910e-01]
98,7,10,10000,1.8,2,0.2703558859336253,0.1239354666337613,0.9408657331911908,[7.86089882e-04 9.99213910e-01]
98,8,10,10000,1.8,2,0.2703558859336253,0.1239354666337613,0.9408657331911908,[7.86089882e-04 9.99213910e-01]
98,9,10,10000,1.8,2,0.2703558859336253,0.1239354666337613,0.9408657331911908,[7.86089882e-04 9.99213910e-01]
98,10,10,10000,1.8,2,0.2703558859336253,0.1239354666337613,0.9408657331911908,[7.86089882e-04 9.99213910e-01]
99,1,10,10000,1.8,5,0.912818459207996,0.0442943335284195,0.9317926102114228,[0.543831   0.05571151 0.05265515 0.08241636 0.26538598]
99,2,10,10000,1.8,5,0.912818459207996,0.0442943335284195,0.9317926102114228,[0.543831   0.05571151 0.05265515 0.08241636 0.26538598]
99,3,10,10000,1.8,5,0.912818459207996,0.0442943335284195,0.9317926102114228,[0.543831   0.05571151 0.05265515 0.08241636 0.26538598]
99,4,10,10000,1.8,5,0.912818459207996,0.0442943335284195,0.9317926102114228,[0.543831   0.05571151 0.05265515 0.08241636 0.26538598]
99,5,10,10000,1.8,5,0.912818459207996,0.0442943335284195,0.9317926102114228,[0.543831   0.05571151 0.05265515 0.08241636 0.26538598]
99,6,10,10000,1.8,5,0.912818459207996,0.0442943335284195,0.9317926102114228,[0.543831   0.05571151 0.05265515 0.08241636 0.26538598]
99,7,10,10000,1.8,5,0.912818459207996,0.0442943335284195,0.9317926102114228,[0.543831   0.05571151 0.05265515 0.08241636 0.26538598]
99,8,10,10000,1.8,5,0.912818459207996,0.0442943335284195,0.9317926102114228,[0.543831   0.05571151 0.05265515 0.08241636 0.26538598]
99,9,10,10000,1.8,5,0.912818459207996,0.0442943335284195,0.9317926102114228,[0.543831   0.05571151 0.05265515 0.08241636 0.26538598]
99,10,10,10000,1.8,5,0.912818459207996,0.0442943335284195,0.9317926102114228,[0.543831   0.05571151 0.05265515 0.08241636 0.26538598]
100,1,10,10000,1.8,7,0.5510730584305655,0.7576886041548506,0.7751999223094457,"[0.01770656 0.26808134 0.11641747 0.19645092 0.032629   0.07194845
 0.29676627]"
100,2,10,10000,1.8,7,0.5510730584305655,0.7576886041548506,0.7751999223094457,"[0.01770656 0.26808134 0.11641747 0.19645092 0.032629   0.07194845
 0.29676627]"
100,3,10,10000,1.8,7,0.5510730584305655,0.7576886041548506,0.7751999223094457,"[0.01770656 0.26808134 0.11641747 0.19645092 0.032629   0.07194845
 0.29676627]"
100,4,10,10000,1.8,7,0.5510730584305655,0.7576886041548506,0.7751999223094457,"[0.01770656 0.26808134 0.11641747 0.19645092 0.032629   0.07194845
 0.29676627]"
100,5,10,10000,1.8,7,0.5510730584305655,0.7576886041548506,0.7751999223094457,"[0.01770656 0.26808134 0.11641747 0.19645092 0.032629   0.07194845
 0.29676627]"
100,6,10,10000,1.8,7,0.5510730584305655,0.7576886041548506,0.7751999223094457,"[0.01770656 0.26808134 0.11641747 0.19645092 0.032629   0.07194845
 0.29676627]"
100,7,10,10000,1.8,7,0.5510730584305655,0.7576886041548506,0.7751999223094457,"[0.01770656 0.26808134 0.11641747 0.19645092 0.032629   0.07194845
 0.29676627]"
100,8,10,10000,1.8,7,0.5510730584305655,0.7576886041548506,0.7751999223094457,"[0.01770656 0.26808134 0.11641747 0.19645092 0.032629   0.07194845
 0.29676627]"
100,9,10,10000,1.8,7,0.5510730584305655,0.7576886041548506,0.7751999223094457,"[0.01770656 0.26808134 0.11641747 0.19645092 0.032629   0.07194845
 0.29676627]"
100,10,10,10000,1.8,7,0.5510730584305655,0.7576886041548506,0.7751999223094457,"[0.01770656 0.26808134 0.11641747 0.19645092 0.032629   0.07194845
 0.29676627]"
101,1,10,20000,1.0,2,0.1364118573013468,0.9714038395163344,0.8863315492570526,[0.77575686 0.22424314]
101,2,10,20000,1.0,2,0.1364118573013468,0.9714038395163344,0.8863315492570526,[0.77575686 0.22424314]
101,3,10,20000,1.0,2,0.1364118573013468,0.9714038395163344,0.8863315492570526,[0.77575686 0.22424314]
101,4,10,20000,1.0,2,0.1364118573013468,0.9714038395163344,0.8863315492570526,[0.77575686 0.22424314]
101,5,10,20000,1.0,2,0.1364118573013468,0.9714038395163344,0.8863315492570526,[0.77575686 0.22424314]
101,6,10,20000,1.0,2,0.1364118573013468,0.9714038395163344,0.8863315492570526,[0.77575686 0.22424314]
101,7,10,20000,1.0,2,0.1364118573013468,0.9714038395163344,0.8863315492570526,[0.77575686 0.22424314]
101,8,10,20000,1.0,2,0.1364118573013468,0.9714038395163344,0.8863315492570526,[0.77575686 0.22424314]
101,9,10,20000,1.0,2,0.1364118573013468,0.9714038395163344,0.8863315492570526,[0.77575686 0.22424314]
101,10,10,20000,1.0,2,0.1364118573013468,0.9714038395163344,0.8863315492570526,[0.77575686 0.22424314]
102,1,10,20000,1.0,2,0.7393317915411828,0.1144490833850486,0.8531665292649689,[0.64828954 0.35171046]
102,2,10,20000,1.0,2,0.7393317915411828,0.1144490833850486,0.8531665292649689,[0.64828954 0.35171046]
102,3,10,20000,1.0,2,0.7393317915411828,0.1144490833850486,0.8531665292649689,[0.64828954 0.35171046]
102,4,10,20000,1.0,2,0.7393317915411828,0.1144490833850486,0.8531665292649689,[0.64828954 0.35171046]
102,5,10,20000,1.0,2,0.7393317915411828,0.1144490833850486,0.8531665292649689,[0.64828954 0.35171046]
102,6,10,20000,1.0,2,0.7393317915411828,0.1144490833850486,0.8531665292649689,[0.64828954 0.35171046]
102,7,10,20000,1.0,2,0.7393317915411828,0.1144490833850486,0.8531665292649689,[0.64828954 0.35171046]
102,8,10,20000,1.0,2,0.7393317915411828,0.1144490833850486,0.8531665292649689,[0.64828954 0.35171046]
102,9,10,20000,1.0,2,0.7393317915411828,0.1144490833850486,0.8531665292649689,[0.64828954 0.35171046]
102,10,10,20000,1.0,2,0.7393317915411828,0.1144490833850486,0.8531665292649689,[0.64828954 0.35171046]
103,1,10,20000,1.0,2,0.2126128858476534,0.8502977437740878,0.8359635189382169,[0.32850706 0.67149294]
103,2,10,20000,1.0,2,0.2126128858476534,0.8502977437740878,0.8359635189382169,[0.32850706 0.67149294]
103,3,10,20000,1.0,2,0.2126128858476534,0.8502977437740878,0.8359635189382169,[0.32850706 0.67149294]
103,4,10,20000,1.0,2,0.2126128858476534,0.8502977437740878,0.8359635189382169,[0.32850706 0.67149294]
103,5,10,20000,1.0,2,0.2126128858476534,0.8502977437740878,0.8359635189382169,[0.32850706 0.67149294]
103,6,10,20000,1.0,2,0.2126128858476534,0.8502977437740878,0.8359635189382169,[0.32850706 0.67149294]
103,7,10,20000,1.0,2,0.2126128858476534,0.8502977437740878,0.8359635189382169,[0.32850706 0.67149294]
103,8,10,20000,1.0,2,0.2126128858476534,0.8502977437740878,0.8359635189382169,[0.32850706 0.67149294]
103,9,10,20000,1.0,2,0.2126128858476534,0.8502977437740878,0.8359635189382169,[0.32850706 0.67149294]
103,10,10,20000,1.0,2,0.2126128858476534,0.8502977437740878,0.8359635189382169,[0.32850706 0.67149294]
104,1,10,20000,1.0,7,0.0429015229430006,0.2503015382084462,0.9003523445080502,"[0.06655272 0.18824853 0.02262856 0.17867988 0.11627371 0.1821495
 0.2454671 ]"
104,2,10,20000,1.0,7,0.0429015229430006,0.2503015382084462,0.9003523445080502,"[0.06655272 0.18824853 0.02262856 0.17867988 0.11627371 0.1821495
 0.2454671 ]"
104,3,10,20000,1.0,7,0.0429015229430006,0.2503015382084462,0.9003523445080502,"[0.06655272 0.18824853 0.02262856 0.17867988 0.11627371 0.1821495
 0.2454671 ]"
104,4,10,20000,1.0,7,0.0429015229430006,0.2503015382084462,0.9003523445080502,"[0.06655272 0.18824853 0.02262856 0.17867988 0.11627371 0.1821495
 0.2454671 ]"
104,5,10,20000,1.0,7,0.0429015229430006,0.2503015382084462,0.9003523445080502,"[0.06655272 0.18824853 0.02262856 0.17867988 0.11627371 0.1821495
 0.2454671 ]"
104,6,10,20000,1.0,7,0.0429015229430006,0.2503015382084462,0.9003523445080502,"[0.06655272 0.18824853 0.02262856 0.17867988 0.11627371 0.1821495
 0.2454671 ]"
104,7,10,20000,1.0,7,0.0429015229430006,0.2503015382084462,0.9003523445080502,"[0.06655272 0.18824853 0.02262856 0.17867988 0.11627371 0.1821495
 0.2454671 ]"
104,8,10,20000,1.0,7,0.0429015229430006,0.2503015382084462,0.9003523445080502,"[0.06655272 0.18824853 0.02262856 0.17867988 0.11627371 0.1821495
 0.2454671 ]"
104,9,10,20000,1.0,7,0.0429015229430006,0.2503015382084462,0.9003523445080502,"[0.06655272 0.18824853 0.02262856 0.17867988 0.11627371 0.1821495
 0.2454671 ]"
104,10,10,20000,1.0,7,0.0429015229430006,0.2503015382084462,0.9003523445080502,"[0.06655272 0.18824853 0.02262856 0.17867988 0.11627371 0.1821495
 0.2454671 ]"
105,1,10,20000,1.0,1,0.2675876746321608,0.1823886530287946,0.844272257628463,[1.]
105,2,10,20000,1.0,1,0.2675876746321608,0.1823886530287946,0.844272257628463,[1.]
105,3,10,20000,1.0,1,0.2675876746321608,0.1823886530287946,0.844272257628463,[1.]
105,4,10,20000,1.0,1,0.2675876746321608,0.1823886530287946,0.844272257628463,[1.]
105,5,10,20000,1.0,1,0.2675876746321608,0.1823886530287946,0.844272257628463,[1.]
105,6,10,20000,1.0,1,0.2675876746321608,0.1823886530287946,0.844272257628463,[1.]
105,7,10,20000,1.0,1,0.2675876746321608,0.1823886530287946,0.844272257628463,[1.]
105,8,10,20000,1.0,1,0.2675876746321608,0.1823886530287946,0.844272257628463,[1.]
105,9,10,20000,1.0,1,0.2675876746321608,0.1823886530287946,0.844272257628463,[1.]
105,10,10,20000,1.0,1,0.2675876746321608,0.1823886530287946,0.844272257628463,[1.]
106,1,10,20000,1.0,2,0.4445306840376846,0.7103738560597377,0.9485631161867591,[0.64450513 0.35549487]
106,2,10,20000,1.0,2,0.4445306840376846,0.7103738560597377,0.9485631161867591,[0.64450513 0.35549487]
106,3,10,20000,1.0,2,0.4445306840376846,0.7103738560597377,0.9485631161867591,[0.64450513 0.35549487]
106,4,10,20000,1.0,2,0.4445306840376846,0.7103738560597377,0.9485631161867591,[0.64450513 0.35549487]
106,5,10,20000,1.0,2,0.4445306840376846,0.7103738560597377,0.9485631161867591,[0.64450513 0.35549487]
106,6,10,20000,1.0,2,0.4445306840376846,0.7103738560597377,0.9485631161867591,[0.64450513 0.35549487]
106,7,10,20000,1.0,2,0.4445306840376846,0.7103738560597377,0.9485631161867591,[0.64450513 0.35549487]
106,8,10,20000,1.0,2,0.4445306840376846,0.7103738560597377,0.9485631161867591,[0.64450513 0.35549487]
106,9,10,20000,1.0,2,0.4445306840376846,0.7103738560597377,0.9485631161867591,[0.64450513 0.35549487]
106,10,10,20000,1.0,2,0.4445306840376846,0.7103738560597377,0.9485631161867591,[0.64450513 0.35549487]
107,1,10,20000,1.0,7,0.2610566229355394,0.1417113901117131,0.8159059013066076,"[0.00353688 0.23889034 0.17890596 0.24119119 0.14871001 0.04033351
 0.1484321 ]"
107,2,10,20000,1.0,7,0.2610566229355394,0.1417113901117131,0.8159059013066076,"[0.00353688 0.23889034 0.17890596 0.24119119 0.14871001 0.04033351
 0.1484321 ]"
107,3,10,20000,1.0,7,0.2610566229355394,0.1417113901117131,0.8159059013066076,"[0.00353688 0.23889034 0.17890596 0.24119119 0.14871001 0.04033351
 0.1484321 ]"
107,4,10,20000,1.0,7,0.2610566229355394,0.1417113901117131,0.8159059013066076,"[0.00353688 0.23889034 0.17890596 0.24119119 0.14871001 0.04033351
 0.1484321 ]"
107,5,10,20000,1.0,7,0.2610566229355394,0.1417113901117131,0.8159059013066076,"[0.00353688 0.23889034 0.17890596 0.24119119 0.14871001 0.04033351
 0.1484321 ]"
107,6,10,20000,1.0,7,0.2610566229355394,0.1417113901117131,0.8159059013066076,"[0.00353688 0.23889034 0.17890596 0.24119119 0.14871001 0.04033351
 0.1484321 ]"
107,7,10,20000,1.0,7,0.2610566229355394,0.1417113901117131,0.8159059013066076,"[0.00353688 0.23889034 0.17890596 0.24119119 0.14871001 0.04033351
 0.1484321 ]"
107,8,10,20000,1.0,7,0.2610566229355394,0.1417113901117131,0.8159059013066076,"[0.00353688 0.23889034 0.17890596 0.24119119 0.14871001 0.04033351
 0.1484321 ]"
107,9,10,20000,1.0,7,0.2610566229355394,0.1417113901117131,0.8159059013066076,"[0.00353688 0.23889034 0.17890596 0.24119119 0.14871001 0.04033351
 0.1484321 ]"
107,10,10,20000,1.0,7,0.2610566229355394,0.1417113901117131,0.8159059013066076,"[0.00353688 0.23889034 0.17890596 0.24119119 0.14871001 0.04033351
 0.1484321 ]"
108,1,10,20000,1.0,7,0.2944075112873201,0.5674899867893707,0.9426279377950844,"[0.18703905 0.17099693 0.10983579 0.01138425 0.08368629 0.0564264
 0.38063128]"
108,2,10,20000,1.0,7,0.2944075112873201,0.5674899867893707,0.9426279377950844,"[0.18703905 0.17099693 0.10983579 0.01138425 0.08368629 0.0564264
 0.38063128]"
108,3,10,20000,1.0,7,0.2944075112873201,0.5674899867893707,0.9426279377950844,"[0.18703905 0.17099693 0.10983579 0.01138425 0.08368629 0.0564264
 0.38063128]"
108,4,10,20000,1.0,7,0.2944075112873201,0.5674899867893707,0.9426279377950844,"[0.18703905 0.17099693 0.10983579 0.01138425 0.08368629 0.0564264
 0.38063128]"
108,5,10,20000,1.0,7,0.2944075112873201,0.5674899867893707,0.9426279377950844,"[0.18703905 0.17099693 0.10983579 0.01138425 0.08368629 0.0564264
 0.38063128]"
108,6,10,20000,1.0,7,0.2944075112873201,0.5674899867893707,0.9426279377950844,"[0.18703905 0.17099693 0.10983579 0.01138425 0.08368629 0.0564264
 0.38063128]"
108,7,10,20000,1.0,7,0.2944075112873201,0.5674899867893707,0.9426279377950844,"[0.18703905 0.17099693 0.10983579 0.01138425 0.08368629 0.0564264
 0.38063128]"
108,8,10,20000,1.0,7,0.2944075112873201,0.5674899867893707,0.9426279377950844,"[0.18703905 0.17099693 0.10983579 0.01138425 0.08368629 0.0564264
 0.38063128]"
108,9,10,20000,1.0,7,0.2944075112873201,0.5674899867893707,0.9426279377950844,"[0.18703905 0.17099693 0.10983579 0.01138425 0.08368629 0.0564264
 0.38063128]"
108,10,10,20000,1.0,7,0.2944075112873201,0.5674899867893707,0.9426279377950844,"[0.18703905 0.17099693 0.10983579 0.01138425 0.08368629 0.0564264
 0.38063128]"
109,1,10,20000,1.0,7,0.0258079327242056,0.0285026226941681,0.775862514867892,"[0.39918462 0.05793085 0.1279651  0.15982401 0.18548829 0.02500543
 0.04460169]"
109,2,10,20000,1.0,7,0.0258079327242056,0.0285026226941681,0.775862514867892,"[0.39918462 0.05793085 0.1279651  0.15982401 0.18548829 0.02500543
 0.04460169]"
109,3,10,20000,1.0,7,0.0258079327242056,0.0285026226941681,0.775862514867892,"[0.39918462 0.05793085 0.1279651  0.15982401 0.18548829 0.02500543
 0.04460169]"
109,4,10,20000,1.0,7,0.0258079327242056,0.0285026226941681,0.775862514867892,"[0.39918462 0.05793085 0.1279651  0.15982401 0.18548829 0.02500543
 0.04460169]"
109,5,10,20000,1.0,7,0.0258079327242056,0.0285026226941681,0.775862514867892,"[0.39918462 0.05793085 0.1279651  0.15982401 0.18548829 0.02500543
 0.04460169]"
109,6,10,20000,1.0,7,0.0258079327242056,0.0285026226941681,0.775862514867892,"[0.39918462 0.05793085 0.1279651  0.15982401 0.18548829 0.02500543
 0.04460169]"
109,7,10,20000,1.0,7,0.0258079327242056,0.0285026226941681,0.775862514867892,"[0.39918462 0.05793085 0.1279651  0.15982401 0.18548829 0.02500543
 0.04460169]"
109,8,10,20000,1.0,7,0.0258079327242056,0.0285026226941681,0.775862514867892,"[0.39918462 0.05793085 0.1279651  0.15982401 0.18548829 0.02500543
 0.04460169]"
109,9,10,20000,1.0,7,0.0258079327242056,0.0285026226941681,0.775862514867892,"[0.39918462 0.05793085 0.1279651  0.15982401 0.18548829 0.02500543
 0.04460169]"
109,10,10,20000,1.0,7,0.0258079327242056,0.0285026226941681,0.775862514867892,"[0.39918462 0.05793085 0.1279651  0.15982401 0.18548829 0.02500543
 0.04460169]"
110,1,10,20000,1.0,5,0.7799180039482485,0.7973728174427519,0.8800280540704288,"[2.92031369e-04 3.15642155e-01 1.93177304e-01 2.45558563e-01
 2.45329946e-01]"
110,2,10,20000,1.0,5,0.7799180039482485,0.7973728174427519,0.8800280540704288,"[2.92031369e-04 3.15642155e-01 1.93177304e-01 2.45558563e-01
 2.45329946e-01]"
110,3,10,20000,1.0,5,0.7799180039482485,0.7973728174427519,0.8800280540704288,"[2.92031369e-04 3.15642155e-01 1.93177304e-01 2.45558563e-01
 2.45329946e-01]"
110,4,10,20000,1.0,5,0.7799180039482485,0.7973728174427519,0.8800280540704288,"[2.92031369e-04 3.15642155e-01 1.93177304e-01 2.45558563e-01
 2.45329946e-01]"
110,5,10,20000,1.0,5,0.7799180039482485,0.7973728174427519,0.8800280540704288,"[2.92031369e-04 3.15642155e-01 1.93177304e-01 2.45558563e-01
 2.45329946e-01]"
110,6,10,20000,1.0,5,0.7799180039482485,0.7973728174427519,0.8800280540704288,"[2.92031369e-04 3.15642155e-01 1.93177304e-01 2.45558563e-01
 2.45329946e-01]"
110,7,10,20000,1.0,5,0.7799180039482485,0.7973728174427519,0.8800280540704288,"[2.92031369e-04 3.15642155e-01 1.93177304e-01 2.45558563e-01
 2.45329946e-01]"
110,8,10,20000,1.0,5,0.7799180039482485,0.7973728174427519,0.8800280540704288,"[2.92031369e-04 3.15642155e-01 1.93177304e-01 2.45558563e-01
 2.45329946e-01]"
110,9,10,20000,1.0,5,0.7799180039482485,0.7973728174427519,0.8800280540704288,"[2.92031369e-04 3.15642155e-01 1.93177304e-01 2.45558563e-01
 2.45329946e-01]"
110,10,10,20000,1.0,5,0.7799180039482485,0.7973728174427519,0.8800280540704288,"[2.92031369e-04 3.15642155e-01 1.93177304e-01 2.45558563e-01
 2.45329946e-01]"
