f,s,d,N,pi_s,K,theta,w_p,w_e,v
440,8,12,40000,1.6,9,0.7263236704453271,0.2065347084183606,0.8939103715207406,"[0.0071728  0.01693115 0.00136865 0.05427554 0.0286371  0.52921993
 0.05010972 0.11998525 0.19229986]"
440,9,12,40000,1.6,9,0.7263236704453271,0.2065347084183606,0.8939103715207406,"[0.0071728  0.01693115 0.00136865 0.05427554 0.0286371  0.52921993
 0.05010972 0.11998525 0.19229986]"
440,10,12,40000,1.6,9,0.7263236704453271,0.2065347084183606,0.8939103715207406,"[0.0071728  0.01693115 0.00136865 0.05427554 0.0286371  0.52921993
 0.05010972 0.11998525 0.19229986]"
441,1,12,40000,1.8,1,0.3895458060070844,0.633997433802036,0.7715617483718825,[1.]
441,2,12,40000,1.8,1,0.3895458060070844,0.633997433802036,0.7715617483718825,[1.]
441,3,12,40000,1.8,1,0.3895458060070844,0.633997433802036,0.7715617483718825,[1.]
441,4,12,40000,1.8,1,0.3895458060070844,0.633997433802036,0.7715617483718825,[1.]
441,5,12,40000,1.8,1,0.3895458060070844,0.633997433802036,0.7715617483718825,[1.]
441,6,12,40000,1.8,1,0.3895458060070844,0.633997433802036,0.7715617483718825,[1.]
441,7,12,40000,1.8,1,0.3895458060070844,0.633997433802036,0.7715617483718825,[1.]
441,8,12,40000,1.8,1,0.3895458060070844,0.633997433802036,0.7715617483718825,[1.]
441,9,12,40000,1.8,1,0.3895458060070844,0.633997433802036,0.7715617483718825,[1.]
441,10,12,40000,1.8,1,0.3895458060070844,0.633997433802036,0.7715617483718825,[1.]
442,1,12,40000,1.8,6,0.0216153710525925,0.7702882114876081,0.868238605668312,[0.0827895  0.2403349  0.00193468 0.37225846 0.20025879 0.10242367]
442,2,12,40000,1.8,6,0.0216153710525925,0.7702882114876081,0.868238605668312,[0.0827895  0.2403349  0.00193468 0.37225846 0.20025879 0.10242367]
442,3,12,40000,1.8,6,0.0216153710525925,0.7702882114876081,0.868238605668312,[0.0827895  0.2403349  0.00193468 0.37225846 0.20025879 0.10242367]
442,4,12,40000,1.8,6,0.0216153710525925,0.7702882114876081,0.868238605668312,[0.0827895  0.2403349  0.00193468 0.37225846 0.20025879 0.10242367]
442,5,12,40000,1.8,6,0.0216153710525925,0.7702882114876081,0.868238605668312,[0.0827895  0.2403349  0.00193468 0.37225846 0.20025879 0.10242367]
442,6,12,40000,1.8,6,0.0216153710525925,0.7702882114876081,0.868238605668312,[0.0827895  0.2403349  0.00193468 0.37225846 0.20025879 0.10242367]
442,7,12,40000,1.8,6,0.0216153710525925,0.7702882114876081,0.868238605668312,[0.0827895  0.2403349  0.00193468 0.37225846 0.20025879 0.10242367]
442,8,12,40000,1.8,6,0.0216153710525925,0.7702882114876081,0.868238605668312,[0.0827895  0.2403349  0.00193468 0.37225846 0.20025879 0.10242367]
442,9,12,40000,1.8,6,0.0216153710525925,0.7702882114876081,0.868238605668312,[0.0827895  0.2403349  0.00193468 0.37225846 0.20025879 0.10242367]
442,10,12,40000,1.8,6,0.0216153710525925,0.7702882114876081,0.868238605668312,[0.0827895  0.2403349  0.00193468 0.37225846 0.20025879 0.10242367]
443,1,12,40000,1.8,3,0.4840442992925096,0.4771180533640564,0.8091974753991205,[0.17740454 0.0090562  0.81353926]
443,2,12,40000,1.8,3,0.4840442992925096,0.4771180533640564,0.8091974753991205,[0.17740454 0.0090562  0.81353926]
443,3,12,40000,1.8,3,0.4840442992925096,0.4771180533640564,0.8091974753991205,[0.17740454 0.0090562  0.81353926]
443,4,12,40000,1.8,3,0.4840442992925096,0.4771180533640564,0.8091974753991205,[0.17740454 0.0090562  0.81353926]
443,5,12,40000,1.8,3,0.4840442992925096,0.4771180533640564,0.8091974753991205,[0.17740454 0.0090562  0.81353926]
443,6,12,40000,1.8,3,0.4840442992925096,0.4771180533640564,0.8091974753991205,[0.17740454 0.0090562  0.81353926]
443,7,12,40000,1.8,3,0.4840442992925096,0.4771180533640564,0.8091974753991205,[0.17740454 0.0090562  0.81353926]
443,8,12,40000,1.8,3,0.4840442992925096,0.4771180533640564,0.8091974753991205,[0.17740454 0.0090562  0.81353926]
443,9,12,40000,1.8,3,0.4840442992925096,0.4771180533640564,0.8091974753991205,[0.17740454 0.0090562  0.81353926]
443,10,12,40000,1.8,3,0.4840442992925096,0.4771180533640564,0.8091974753991205,[0.17740454 0.0090562  0.81353926]
444,1,12,40000,1.8,6,0.3153880002146549,0.0727552648153471,0.942148533545442,[0.12883454 0.44539181 0.13406381 0.0917813  0.06082493 0.1391036 ]
444,2,12,40000,1.8,6,0.3153880002146549,0.0727552648153471,0.942148533545442,[0.12883454 0.44539181 0.13406381 0.0917813  0.06082493 0.1391036 ]
444,3,12,40000,1.8,6,0.3153880002146549,0.0727552648153471,0.942148533545442,[0.12883454 0.44539181 0.13406381 0.0917813  0.06082493 0.1391036 ]
444,4,12,40000,1.8,6,0.3153880002146549,0.0727552648153471,0.942148533545442,[0.12883454 0.44539181 0.13406381 0.0917813  0.06082493 0.1391036 ]
444,5,12,40000,1.8,6,0.3153880002146549,0.0727552648153471,0.942148533545442,[0.12883454 0.44539181 0.13406381 0.0917813  0.06082493 0.1391036 ]
444,6,12,40000,1.8,6,0.3153880002146549,0.0727552648153471,0.942148533545442,[0.12883454 0.44539181 0.13406381 0.0917813  0.06082493 0.1391036 ]
444,7,12,40000,1.8,6,0.3153880002146549,0.0727552648153471,0.942148533545442,[0.12883454 0.44539181 0.13406381 0.0917813  0.06082493 0.1391036 ]
444,8,12,40000,1.8,6,0.3153880002146549,0.0727552648153471,0.942148533545442,[0.12883454 0.44539181 0.13406381 0.0917813  0.06082493 0.1391036 ]
444,9,12,40000,1.8,6,0.3153880002146549,0.0727552648153471,0.942148533545442,[0.12883454 0.44539181 0.13406381 0.0917813  0.06082493 0.1391036 ]
444,10,12,40000,1.8,6,0.3153880002146549,0.0727552648153471,0.942148533545442,[0.12883454 0.44539181 0.13406381 0.0917813  0.06082493 0.1391036 ]
445,1,12,40000,1.8,3,0.6748226350719732,0.7749154504733922,0.8822407914632141,[0.21700893 0.63164729 0.15134379]
445,2,12,40000,1.8,3,0.6748226350719732,0.7749154504733922,0.8822407914632141,[0.21700893 0.63164729 0.15134379]
445,3,12,40000,1.8,3,0.6748226350719732,0.7749154504733922,0.8822407914632141,[0.21700893 0.63164729 0.15134379]
445,4,12,40000,1.8,3,0.6748226350719732,0.7749154504733922,0.8822407914632141,[0.21700893 0.63164729 0.15134379]
445,5,12,40000,1.8,3,0.6748226350719732,0.7749154504733922,0.8822407914632141,[0.21700893 0.63164729 0.15134379]
445,6,12,40000,1.8,3,0.6748226350719732,0.7749154504733922,0.8822407914632141,[0.21700893 0.63164729 0.15134379]
445,7,12,40000,1.8,3,0.6748226350719732,0.7749154504733922,0.8822407914632141,[0.21700893 0.63164729 0.15134379]
445,8,12,40000,1.8,3,0.6748226350719732,0.7749154504733922,0.8822407914632141,[0.21700893 0.63164729 0.15134379]
445,9,12,40000,1.8,3,0.6748226350719732,0.7749154504733922,0.8822407914632141,[0.21700893 0.63164729 0.15134379]
445,10,12,40000,1.8,3,0.6748226350719732,0.7749154504733922,0.8822407914632141,[0.21700893 0.63164729 0.15134379]
446,1,12,40000,1.8,6,0.5625617317622716,0.0668137266882338,0.7570658074022831,[0.13456933 0.02132937 0.32532695 0.12284992 0.38764109 0.00828335]
446,2,12,40000,1.8,6,0.5625617317622716,0.0668137266882338,0.7570658074022831,[0.13456933 0.02132937 0.32532695 0.12284992 0.38764109 0.00828335]
446,3,12,40000,1.8,6,0.5625617317622716,0.0668137266882338,0.7570658074022831,[0.13456933 0.02132937 0.32532695 0.12284992 0.38764109 0.00828335]
446,4,12,40000,1.8,6,0.5625617317622716,0.0668137266882338,0.7570658074022831,[0.13456933 0.02132937 0.32532695 0.12284992 0.38764109 0.00828335]
446,5,12,40000,1.8,6,0.5625617317622716,0.0668137266882338,0.7570658074022831,[0.13456933 0.02132937 0.32532695 0.12284992 0.38764109 0.00828335]
446,6,12,40000,1.8,6,0.5625617317622716,0.0668137266882338,0.7570658074022831,[0.13456933 0.02132937 0.32532695 0.12284992 0.38764109 0.00828335]
446,7,12,40000,1.8,6,0.5625617317622716,0.0668137266882338,0.7570658074022831,[0.13456933 0.02132937 0.32532695 0.12284992 0.38764109 0.00828335]
446,8,12,40000,1.8,6,0.5625617317622716,0.0668137266882338,0.7570658074022831,[0.13456933 0.02132937 0.32532695 0.12284992 0.38764109 0.00828335]
446,9,12,40000,1.8,6,0.5625617317622716,0.0668137266882338,0.7570658074022831,[0.13456933 0.02132937 0.32532695 0.12284992 0.38764109 0.00828335]
446,10,12,40000,1.8,6,0.5625617317622716,0.0668137266882338,0.7570658074022831,[0.13456933 0.02132937 0.32532695 0.12284992 0.38764109 0.00828335]
447,1,12,40000,1.8,1,0.3091107331245843,0.941263643758999,0.8638349269513977,[1.]
447,2,12,40000,1.8,1,0.3091107331245843,0.941263643758999,0.8638349269513977,[1.]
447,3,12,40000,1.8,1,0.3091107331245843,0.941263643758999,0.8638349269513977,[1.]
447,4,12,40000,1.8,1,0.3091107331245843,0.941263643758999,0.8638349269513977,[1.]
447,5,12,40000,1.8,1,0.3091107331245843,0.941263643758999,0.8638349269513977,[1.]
447,6,12,40000,1.8,1,0.3091107331245843,0.941263643758999,0.8638349269513977,[1.]
447,7,12,40000,1.8,1,0.3091107331245843,0.941263643758999,0.8638349269513977,[1.]
447,8,12,40000,1.8,1,0.3091107331245843,0.941263643758999,0.8638349269513977,[1.]
447,9,12,40000,1.8,1,0.3091107331245843,0.941263643758999,0.8638349269513977,[1.]
447,10,12,40000,1.8,1,0.3091107331245843,0.941263643758999,0.8638349269513977,[1.]
448,1,12,40000,1.8,6,0.1842107759402893,0.963504092884286,0.938295627274311,[0.32919253 0.15214794 0.01349557 0.09504508 0.33755041 0.07256846]
448,2,12,40000,1.8,6,0.1842107759402893,0.963504092884286,0.938295627274311,[0.32919253 0.15214794 0.01349557 0.09504508 0.33755041 0.07256846]
448,3,12,40000,1.8,6,0.1842107759402893,0.963504092884286,0.938295627274311,[0.32919253 0.15214794 0.01349557 0.09504508 0.33755041 0.07256846]
448,4,12,40000,1.8,6,0.1842107759402893,0.963504092884286,0.938295627274311,[0.32919253 0.15214794 0.01349557 0.09504508 0.33755041 0.07256846]
448,5,12,40000,1.8,6,0.1842107759402893,0.963504092884286,0.938295627274311,[0.32919253 0.15214794 0.01349557 0.09504508 0.33755041 0.07256846]
448,6,12,40000,1.8,6,0.1842107759402893,0.963504092884286,0.938295627274311,[0.32919253 0.15214794 0.01349557 0.09504508 0.33755041 0.07256846]
448,7,12,40000,1.8,6,0.1842107759402893,0.963504092884286,0.938295627274311,[0.32919253 0.15214794 0.01349557 0.09504508 0.33755041 0.07256846]
448,8,12,40000,1.8,6,0.1842107759402893,0.963504092884286,0.938295627274311,[0.32919253 0.15214794 0.01349557 0.09504508 0.33755041 0.07256846]
448,9,12,40000,1.8,6,0.1842107759402893,0.963504092884286,0.938295627274311,[0.32919253 0.15214794 0.01349557 0.09504508 0.33755041 0.07256846]
448,10,12,40000,1.8,6,0.1842107759402893,0.963504092884286,0.938295627274311,[0.32919253 0.15214794 0.01349557 0.09504508 0.33755041 0.07256846]
449,1,12,40000,1.8,6,0.2136289865162529,0.8503338583392736,0.8288817786022789,[0.18460579 0.13046974 0.04914749 0.10816477 0.25996849 0.26764373]
449,2,12,40000,1.8,6,0.2136289865162529,0.8503338583392736,0.8288817786022789,[0.18460579 0.13046974 0.04914749 0.10816477 0.25996849 0.26764373]
449,3,12,40000,1.8,6,0.2136289865162529,0.8503338583392736,0.8288817786022789,[0.18460579 0.13046974 0.04914749 0.10816477 0.25996849 0.26764373]
449,4,12,40000,1.8,6,0.2136289865162529,0.8503338583392736,0.8288817786022789,[0.18460579 0.13046974 0.04914749 0.10816477 0.25996849 0.26764373]
449,5,12,40000,1.8,6,0.2136289865162529,0.8503338583392736,0.8288817786022789,[0.18460579 0.13046974 0.04914749 0.10816477 0.25996849 0.26764373]
449,6,12,40000,1.8,6,0.2136289865162529,0.8503338583392736,0.8288817786022789,[0.18460579 0.13046974 0.04914749 0.10816477 0.25996849 0.26764373]
449,7,12,40000,1.8,6,0.2136289865162529,0.8503338583392736,0.8288817786022789,[0.18460579 0.13046974 0.04914749 0.10816477 0.25996849 0.26764373]
449,8,12,40000,1.8,6,0.2136289865162529,0.8503338583392736,0.8288817786022789,[0.18460579 0.13046974 0.04914749 0.10816477 0.25996849 0.26764373]
449,9,12,40000,1.8,6,0.2136289865162529,0.8503338583392736,0.8288817786022789,[0.18460579 0.13046974 0.04914749 0.10816477 0.25996849 0.26764373]
449,10,12,40000,1.8,6,0.2136289865162529,0.8503338583392736,0.8288817786022789,[0.18460579 0.13046974 0.04914749 0.10816477 0.25996849 0.26764373]
450,1,12,40000,1.8,1,0.1329947434824396,0.6770733198932325,0.8136246203334762,[1.]
450,2,12,40000,1.8,1,0.1329947434824396,0.6770733198932325,0.8136246203334762,[1.]
450,3,12,40000,1.8,1,0.1329947434824396,0.6770733198932325,0.8136246203334762,[1.]
450,4,12,40000,1.8,1,0.1329947434824396,0.6770733198932325,0.8136246203334762,[1.]
450,5,12,40000,1.8,1,0.1329947434824396,0.6770733198932325,0.8136246203334762,[1.]
450,6,12,40000,1.8,1,0.1329947434824396,0.6770733198932325,0.8136246203334762,[1.]
450,7,12,40000,1.8,1,0.1329947434824396,0.6770733198932325,0.8136246203334762,[1.]
450,8,12,40000,1.8,1,0.1329947434824396,0.6770733198932325,0.8136246203334762,[1.]
450,9,12,40000,1.8,1,0.1329947434824396,0.6770733198932325,0.8136246203334762,[1.]
450,10,12,40000,1.8,1,0.1329947434824396,0.6770733198932325,0.8136246203334762,[1.]
451,1,12,60000,1.0,6,0.8319525936270422,0.0355632517262305,0.7976872811107181,[0.10336981 0.11667992 0.05988585 0.02737165 0.66927839 0.02341438]
451,2,12,60000,1.0,6,0.8319525936270422,0.0355632517262305,0.7976872811107181,[0.10336981 0.11667992 0.05988585 0.02737165 0.66927839 0.02341438]
451,3,12,60000,1.0,6,0.8319525936270422,0.0355632517262305,0.7976872811107181,[0.10336981 0.11667992 0.05988585 0.02737165 0.66927839 0.02341438]
451,4,12,60000,1.0,6,0.8319525936270422,0.0355632517262305,0.7976872811107181,[0.10336981 0.11667992 0.05988585 0.02737165 0.66927839 0.02341438]
451,5,12,60000,1.0,6,0.8319525936270422,0.0355632517262305,0.7976872811107181,[0.10336981 0.11667992 0.05988585 0.02737165 0.66927839 0.02341438]
451,6,12,60000,1.0,6,0.8319525936270422,0.0355632517262305,0.7976872811107181,[0.10336981 0.11667992 0.05988585 0.02737165 0.66927839 0.02341438]
451,7,12,60000,1.0,6,0.8319525936270422,0.0355632517262305,0.7976872811107181,[0.10336981 0.11667992 0.05988585 0.02737165 0.66927839 0.02341438]
451,8,12,60000,1.0,6,0.8319525936270422,0.0355632517262305,0.7976872811107181,[0.10336981 0.11667992 0.05988585 0.02737165 0.66927839 0.02341438]
451,9,12,60000,1.0,6,0.8319525936270422,0.0355632517262305,0.7976872811107181,[0.10336981 0.11667992 0.05988585 0.02737165 0.66927839 0.02341438]
451,10,12,60000,1.0,6,0.8319525936270422,0.0355632517262305,0.7976872811107181,[0.10336981 0.11667992 0.05988585 0.02737165 0.66927839 0.02341438]
452,1,12,60000,1.0,9,0.3122498785849595,0.6310943556781762,0.7648048528879063,"[0.02661611 0.01444056 0.14251982 0.08402896 0.39143071 0.04488355
 0.18895253 0.01469844 0.09242931]"
452,2,12,60000,1.0,9,0.3122498785849595,0.6310943556781762,0.7648048528879063,"[0.02661611 0.01444056 0.14251982 0.08402896 0.39143071 0.04488355
 0.18895253 0.01469844 0.09242931]"
452,3,12,60000,1.0,9,0.3122498785849595,0.6310943556781762,0.7648048528879063,"[0.02661611 0.01444056 0.14251982 0.08402896 0.39143071 0.04488355
 0.18895253 0.01469844 0.09242931]"
452,4,12,60000,1.0,9,0.3122498785849595,0.6310943556781762,0.7648048528879063,"[0.02661611 0.01444056 0.14251982 0.08402896 0.39143071 0.04488355
 0.18895253 0.01469844 0.09242931]"
452,5,12,60000,1.0,9,0.3122498785849595,0.6310943556781762,0.7648048528879063,"[0.02661611 0.01444056 0.14251982 0.08402896 0.39143071 0.04488355
 0.18895253 0.01469844 0.09242931]"
452,6,12,60000,1.0,9,0.3122498785849595,0.6310943556781762,0.7648048528879063,"[0.02661611 0.01444056 0.14251982 0.08402896 0.39143071 0.04488355
 0.18895253 0.01469844 0.09242931]"
452,7,12,60000,1.0,9,0.3122498785849595,0.6310943556781762,0.7648048528879063,"[0.02661611 0.01444056 0.14251982 0.08402896 0.39143071 0.04488355
 0.18895253 0.01469844 0.09242931]"
452,8,12,60000,1.0,9,0.3122498785849595,0.6310943556781762,0.7648048528879063,"[0.02661611 0.01444056 0.14251982 0.08402896 0.39143071 0.04488355
 0.18895253 0.01469844 0.09242931]"
452,9,12,60000,1.0,9,0.3122498785849595,0.6310943556781762,0.7648048528879063,"[0.02661611 0.01444056 0.14251982 0.08402896 0.39143071 0.04488355
 0.18895253 0.01469844 0.09242931]"
452,10,12,60000,1.0,9,0.3122498785849595,0.6310943556781762,0.7648048528879063,"[0.02661611 0.01444056 0.14251982 0.08402896 0.39143071 0.04488355
 0.18895253 0.01469844 0.09242931]"
453,1,12,60000,1.0,6,0.7342943930790183,0.4330446770437347,0.8823362140789919,[0.34092852 0.41912666 0.00112474 0.0231374  0.09362844 0.12205424]
453,2,12,60000,1.0,6,0.7342943930790183,0.4330446770437347,0.8823362140789919,[0.34092852 0.41912666 0.00112474 0.0231374  0.09362844 0.12205424]
453,3,12,60000,1.0,6,0.7342943930790183,0.4330446770437347,0.8823362140789919,[0.34092852 0.41912666 0.00112474 0.0231374  0.09362844 0.12205424]
453,4,12,60000,1.0,6,0.7342943930790183,0.4330446770437347,0.8823362140789919,[0.34092852 0.41912666 0.00112474 0.0231374  0.09362844 0.12205424]
453,5,12,60000,1.0,6,0.7342943930790183,0.4330446770437347,0.8823362140789919,[0.34092852 0.41912666 0.00112474 0.0231374  0.09362844 0.12205424]
453,6,12,60000,1.0,6,0.7342943930790183,0.4330446770437347,0.8823362140789919,[0.34092852 0.41912666 0.00112474 0.0231374  0.09362844 0.12205424]
453,7,12,60000,1.0,6,0.7342943930790183,0.4330446770437347,0.8823362140789919,[0.34092852 0.41912666 0.00112474 0.0231374  0.09362844 0.12205424]
453,8,12,60000,1.0,6,0.7342943930790183,0.4330446770437347,0.8823362140789919,[0.34092852 0.41912666 0.00112474 0.0231374  0.09362844 0.12205424]
453,9,12,60000,1.0,6,0.7342943930790183,0.4330446770437347,0.8823362140789919,[0.34092852 0.41912666 0.00112474 0.0231374  0.09362844 0.12205424]
453,10,12,60000,1.0,6,0.7342943930790183,0.4330446770437347,0.8823362140789919,[0.34092852 0.41912666 0.00112474 0.0231374  0.09362844 0.12205424]
454,1,12,60000,1.0,6,0.6284448393259507,0.1045748513933254,0.838159446989777,[0.44662538 0.21110567 0.04822224 0.21304577 0.06526051 0.01574042]
454,2,12,60000,1.0,6,0.6284448393259507,0.1045748513933254,0.838159446989777,[0.44662538 0.21110567 0.04822224 0.21304577 0.06526051 0.01574042]
454,3,12,60000,1.0,6,0.6284448393259507,0.1045748513933254,0.838159446989777,[0.44662538 0.21110567 0.04822224 0.21304577 0.06526051 0.01574042]
454,4,12,60000,1.0,6,0.6284448393259507,0.1045748513933254,0.838159446989777,[0.44662538 0.21110567 0.04822224 0.21304577 0.06526051 0.01574042]
454,5,12,60000,1.0,6,0.6284448393259507,0.1045748513933254,0.838159446989777,[0.44662538 0.21110567 0.04822224 0.21304577 0.06526051 0.01574042]
454,6,12,60000,1.0,6,0.6284448393259507,0.1045748513933254,0.838159446989777,[0.44662538 0.21110567 0.04822224 0.21304577 0.06526051 0.01574042]
454,7,12,60000,1.0,6,0.6284448393259507,0.1045748513933254,0.838159446989777,[0.44662538 0.21110567 0.04822224 0.21304577 0.06526051 0.01574042]
454,8,12,60000,1.0,6,0.6284448393259507,0.1045748513933254,0.838159446989777,[0.44662538 0.21110567 0.04822224 0.21304577 0.06526051 0.01574042]
454,9,12,60000,1.0,6,0.6284448393259507,0.1045748513933254,0.838159446989777,[0.44662538 0.21110567 0.04822224 0.21304577 0.06526051 0.01574042]
454,10,12,60000,1.0,6,0.6284448393259507,0.1045748513933254,0.838159446989777,[0.44662538 0.21110567 0.04822224 0.21304577 0.06526051 0.01574042]
455,1,12,60000,1.0,9,0.7356373401136395,0.0421029932411863,0.8835515053069816,"[0.08635865 0.18680677 0.18842    0.1204201  0.01495329 0.01724402
 0.08389468 0.11247967 0.18942282]"
455,2,12,60000,1.0,9,0.7356373401136395,0.0421029932411863,0.8835515053069816,"[0.08635865 0.18680677 0.18842    0.1204201  0.01495329 0.01724402
 0.08389468 0.11247967 0.18942282]"
455,3,12,60000,1.0,9,0.7356373401136395,0.0421029932411863,0.8835515053069816,"[0.08635865 0.18680677 0.18842    0.1204201  0.01495329 0.01724402
 0.08389468 0.11247967 0.18942282]"
455,4,12,60000,1.0,9,0.7356373401136395,0.0421029932411863,0.8835515053069816,"[0.08635865 0.18680677 0.18842    0.1204201  0.01495329 0.01724402
 0.08389468 0.11247967 0.18942282]"
455,5,12,60000,1.0,9,0.7356373401136395,0.0421029932411863,0.8835515053069816,"[0.08635865 0.18680677 0.18842    0.1204201  0.01495329 0.01724402
 0.08389468 0.11247967 0.18942282]"
455,6,12,60000,1.0,9,0.7356373401136395,0.0421029932411863,0.8835515053069816,"[0.08635865 0.18680677 0.18842    0.1204201  0.01495329 0.01724402
 0.08389468 0.11247967 0.18942282]"
455,7,12,60000,1.0,9,0.7356373401136395,0.0421029932411863,0.8835515053069816,"[0.08635865 0.18680677 0.18842    0.1204201  0.01495329 0.01724402
 0.08389468 0.11247967 0.18942282]"
455,8,12,60000,1.0,9,0.7356373401136395,0.0421029932411863,0.8835515053069816,"[0.08635865 0.18680677 0.18842    0.1204201  0.01495329 0.01724402
 0.08389468 0.11247967 0.18942282]"
455,9,12,60000,1.0,9,0.7356373401136395,0.0421029932411863,0.8835515053069816,"[0.08635865 0.18680677 0.18842    0.1204201  0.01495329 0.01724402
 0.08389468 0.11247967 0.18942282]"
455,10,12,60000,1.0,9,0.7356373401136395,0.0421029932411863,0.8835515053069816,"[0.08635865 0.18680677 0.18842    0.1204201  0.01495329 0.01724402
 0.08389468 0.11247967 0.18942282]"
456,1,12,60000,1.0,9,0.3290605744707372,0.0300969286470972,0.8413877363881168,"[0.09417369 0.0711245  0.27474806 0.07242871 0.0373763  0.10539444
 0.10616419 0.07105653 0.16753358]"
456,2,12,60000,1.0,9,0.3290605744707372,0.0300969286470972,0.8413877363881168,"[0.09417369 0.0711245  0.27474806 0.07242871 0.0373763  0.10539444
 0.10616419 0.07105653 0.16753358]"
456,3,12,60000,1.0,9,0.3290605744707372,0.0300969286470972,0.8413877363881168,"[0.09417369 0.0711245  0.27474806 0.07242871 0.0373763  0.10539444
 0.10616419 0.07105653 0.16753358]"
456,4,12,60000,1.0,9,0.3290605744707372,0.0300969286470972,0.8413877363881168,"[0.09417369 0.0711245  0.27474806 0.07242871 0.0373763  0.10539444
 0.10616419 0.07105653 0.16753358]"
456,5,12,60000,1.0,9,0.3290605744707372,0.0300969286470972,0.8413877363881168,"[0.09417369 0.0711245  0.27474806 0.07242871 0.0373763  0.10539444
 0.10616419 0.07105653 0.16753358]"
456,6,12,60000,1.0,9,0.3290605744707372,0.0300969286470972,0.8413877363881168,"[0.09417369 0.0711245  0.27474806 0.07242871 0.0373763  0.10539444
 0.10616419 0.07105653 0.16753358]"
456,7,12,60000,1.0,9,0.3290605744707372,0.0300969286470972,0.8413877363881168,"[0.09417369 0.0711245  0.27474806 0.07242871 0.0373763  0.10539444
 0.10616419 0.07105653 0.16753358]"
456,8,12,60000,1.0,9,0.3290605744707372,0.0300969286470972,0.8413877363881168,"[0.09417369 0.0711245  0.27474806 0.07242871 0.0373763  0.10539444
 0.10616419 0.07105653 0.16753358]"
456,9,12,60000,1.0,9,0.3290605744707372,0.0300969286470972,0.8413877363881168,"[0.09417369 0.0711245  0.27474806 0.07242871 0.0373763  0.10539444
 0.10616419 0.07105653 0.16753358]"
456,10,12,60000,1.0,9,0.3290605744707372,0.0300969286470972,0.8413877363881168,"[0.09417369 0.0711245  0.27474806 0.07242871 0.0373763  0.10539444
 0.10616419 0.07105653 0.16753358]"
457,1,12,60000,1.0,9,0.1511601534761519,0.1806782564482782,0.7862494341196921,"[0.04175617 0.05437974 0.14629153 0.15110306 0.20528057 0.01475983
 0.15282521 0.04263548 0.19096841]"
457,2,12,60000,1.0,9,0.1511601534761519,0.1806782564482782,0.7862494341196921,"[0.04175617 0.05437974 0.14629153 0.15110306 0.20528057 0.01475983
 0.15282521 0.04263548 0.19096841]"
457,3,12,60000,1.0,9,0.1511601534761519,0.1806782564482782,0.7862494341196921,"[0.04175617 0.05437974 0.14629153 0.15110306 0.20528057 0.01475983
 0.15282521 0.04263548 0.19096841]"
457,4,12,60000,1.0,9,0.1511601534761519,0.1806782564482782,0.7862494341196921,"[0.04175617 0.05437974 0.14629153 0.15110306 0.20528057 0.01475983
 0.15282521 0.04263548 0.19096841]"
457,5,12,60000,1.0,9,0.1511601534761519,0.1806782564482782,0.7862494341196921,"[0.04175617 0.05437974 0.14629153 0.15110306 0.20528057 0.01475983
 0.15282521 0.04263548 0.19096841]"
457,6,12,60000,1.0,9,0.1511601534761519,0.1806782564482782,0.7862494341196921,"[0.04175617 0.05437974 0.14629153 0.15110306 0.20528057 0.01475983
 0.15282521 0.04263548 0.19096841]"
457,7,12,60000,1.0,9,0.1511601534761519,0.1806782564482782,0.7862494341196921,"[0.04175617 0.05437974 0.14629153 0.15110306 0.20528057 0.01475983
 0.15282521 0.04263548 0.19096841]"
457,8,12,60000,1.0,9,0.1511601534761519,0.1806782564482782,0.7862494341196921,"[0.04175617 0.05437974 0.14629153 0.15110306 0.20528057 0.01475983
 0.15282521 0.04263548 0.19096841]"
457,9,12,60000,1.0,9,0.1511601534761519,0.1806782564482782,0.7862494341196921,"[0.04175617 0.05437974 0.14629153 0.15110306 0.20528057 0.01475983
 0.15282521 0.04263548 0.19096841]"
457,10,12,60000,1.0,9,0.1511601534761519,0.1806782564482782,0.7862494341196921,"[0.04175617 0.05437974 0.14629153 0.15110306 0.20528057 0.01475983
 0.15282521 0.04263548 0.19096841]"
458,1,12,60000,1.0,3,0.0547191833478045,0.6105456383133498,0.8115406673332206,[0.77447112 0.21186704 0.01366183]
458,2,12,60000,1.0,3,0.0547191833478045,0.6105456383133498,0.8115406673332206,[0.77447112 0.21186704 0.01366183]
458,3,12,60000,1.0,3,0.0547191833478045,0.6105456383133498,0.8115406673332206,[0.77447112 0.21186704 0.01366183]
458,4,12,60000,1.0,3,0.0547191833478045,0.6105456383133498,0.8115406673332206,[0.77447112 0.21186704 0.01366183]
458,5,12,60000,1.0,3,0.0547191833478045,0.6105456383133498,0.8115406673332206,[0.77447112 0.21186704 0.01366183]
458,6,12,60000,1.0,3,0.0547191833478045,0.6105456383133498,0.8115406673332206,[0.77447112 0.21186704 0.01366183]
458,7,12,60000,1.0,3,0.0547191833478045,0.6105456383133498,0.8115406673332206,[0.77447112 0.21186704 0.01366183]
458,8,12,60000,1.0,3,0.0547191833478045,0.6105456383133498,0.8115406673332206,[0.77447112 0.21186704 0.01366183]
458,9,12,60000,1.0,3,0.0547191833478045,0.6105456383133498,0.8115406673332206,[0.77447112 0.21186704 0.01366183]
458,10,12,60000,1.0,3,0.0547191833478045,0.6105456383133498,0.8115406673332206,[0.77447112 0.21186704 0.01366183]
