f,d,N,pi_s,K,theta,w_p,w_e,v 
446,12,40000,1.8,6,0.5625617317622716,0.06681372668823386,0.7570658074022831,[0.13456933 0.02132937 0.32532695 0.12284992 0.38764109 0.00828335]
447,12,40000,1.8,1,0.30911073312458437,0.941263643758999,0.8638349269513977,[1.]
448,12,40000,1.8,6,0.18421077594028934,0.963504092884286,0.938295627274311,[0.32919253 0.15214794 0.01349557 0.09504508 0.33755041 0.07256846]
449,12,40000,1.8,6,0.21362898651625295,0.8503338583392736,0.8288817786022789,[0.18460579 0.13046974 0.04914749 0.10816477 0.25996849 0.26764373]
450,12,40000,1.8,1,0.13299474348243967,0.6770733198932325,0.8136246203334762,[1.]
451,12,60000,1.0,6,0.8319525936270422,0.03556325172623052,0.7976872811107181,[0.10336981 0.11667992 0.05988585 0.02737165 0.66927839 0.02341438]
452,12,60000,1.0,9,0.31224987858495956,0.6310943556781762,0.7648048528879063,"[0.02661611 0.01444056 0.14251982 0.08402896 0.39143071 0.04488355
 0.18895253 0.01469844 0.09242931]"
453,12,60000,1.0,6,0.7342943930790183,0.4330446770437347,0.8823362140789919,[0.34092852 0.41912666 0.00112474 0.0231374  0.09362844 0.12205424]
454,12,60000,1.0,6,0.6284448393259507,0.10457485139332548,0.838159446989777,[0.44662538 0.21110567 0.04822224 0.21304577 0.06526051 0.01574042]
455,12,60000,1.0,9,0.7356373401136395,0.042102993241186354,0.8835515053069816,"[0.08635865 0.18680677 0.18842    0.1204201  0.01495329 0.01724402
 0.08389468 0.11247967 0.18942282]"
456,12,60000,1.0,9,0.3290605744707372,0.03009692864709724,0.8413877363881168,"[0.09417369 0.0711245  0.27474806 0.07242871 0.0373763  0.10539444
 0.10616419 0.07105653 0.16753358]"
457,12,60000,1.0,9,0.15116015347615197,0.1806782564482782,0.7862494341196921,"[0.04175617 0.05437974 0.14629153 0.15110306 0.20528057 0.01475983
 0.15282521 0.04263548 0.19096841]"
458,12,60000,1.0,3,0.05471918334780457,0.6105456383133498,0.8115406673332206,[0.77447112 0.21186704 0.01366183]
459,12,60000,1.0,6,0.6784571424955412,0.2229873692886812,0.8023250532746674,[0.12233543 0.10527083 0.36666623 0.11477853 0.13676676 0.15418221]
460,12,60000,1.0,1,0.8701917848510672,0.7432706902498274,0.8973923615235357,[1.]
461,12,60000,1.2,3,0.8905619172455067,0.048143148822753105,0.9219955005451953,[0.17323011 0.57144275 0.25532714]
462,12,60000,1.2,3,0.18441082542003417,0.3098536633960473,0.7579397436427334,[0.18532817 0.55898407 0.25568776]
463,12,60000,1.2,3,0.584584025044367,0.7640492673175442,0.7550646260986009,[0.30183181 0.67092747 0.02724071]
464,12,60000,1.2,3,0.5235318639657353,0.639263277774725,0.8239408356980196,[0.00780719 0.13359728 0.85859553]
465,12,60000,1.2,9,0.4899870487346146,0.24284166602409252,0.9467703324193256,"[0.16490358 0.09718701 0.01354849 0.00992506 0.10746366 0.03745957
 0.01341696 0.45764243 0.09845323]"
466,12,60000,1.2,9,0.425376565196101,0.9314437707483599,0.7915540360176501,"[0.30919703 0.04500418 0.02869248 0.23316338 0.01846819 0.18403519
 0.12539652 0.03835715 0.01768589]"
467,12,60000,1.2,3,0.37339805850479846,0.05904736088512623,0.9340197102131151,[0.22049641 0.60152374 0.17797985]
468,12,60000,1.2,9,0.04886671008053467,0.8641668504839297,0.7561389908418513,"[0.25560409 0.01547983 0.11500792 0.14722619 0.09671552 0.1434538
 0.19830982 0.01893228 0.00927055]"
469,12,60000,1.2,1,0.4889086258121431,0.33033215770025876,0.8985944671060446,[1.]
470,12,60000,1.2,6,0.7605990025804275,0.22359871365364534,0.9470746131129064,[0.24406098 0.11449637 0.09691631 0.15033858 0.3476232  0.04656456]
471,12,60000,1.4,9,0.15716020668419384,0.314967235381417,0.7600166225817947,"[0.21088093 0.15595748 0.0545053  0.01833336 0.01300684 0.05731538
 0.28051302 0.00329987 0.20618782]"
472,12,60000,1.4,6,0.8066580700751268,0.865326575948185,0.7742846914538681,[0.14807778 0.31128522 0.11579142 0.09964131 0.0614364  0.26376787]
473,12,60000,1.4,1,0.541272927331622,0.5999688659297095,0.9212220814194929,[1.]
474,12,60000,1.4,9,0.6185585672451821,0.06188212169708352,0.8458824682877778,"[0.25936877 0.19765934 0.04167184 0.1650771  0.07947467 0.06626684
 0.03863854 0.15008096 0.00176194]"
475,12,60000,1.4,1,0.6601730966470549,0.772850629395903,0.9080884301794955,[1.]
476,12,60000,1.4,9,0.6308094344298402,0.36840463569238174,0.7864723392406001,"[0.05224474 0.0880967  0.07724174 0.11110962 0.03136828 0.07138815
 0.39238277 0.15617957 0.01998843]"
477,12,60000,1.4,3,0.08466023745388507,0.3910388992192633,0.8353035104131441,[0.30445093 0.5907897  0.10475936]
478,12,60000,1.4,3,0.9846318879529343,0.6162993579714782,0.9119266484942935,[0.91990324 0.01293808 0.06715868]
479,12,60000,1.4,6,0.659363485617704,0.6213675731958448,0.7861012501884794,[0.12661774 0.22990135 0.23453021 0.14665474 0.22020001 0.04209595]
480,12,60000,1.4,9,0.8317954117690575,0.41890346814549106,0.8482142118271381,"[0.25803733 0.00739819 0.01979152 0.01277045 0.14321482 0.09145898
 0.25806178 0.07840928 0.13085765]"
481,12,60000,1.6,9,0.9530067046248648,0.9728651656219159,0.8417036828769636,"[0.01558083 0.13758161 0.00656814 0.09373441 0.28315451 0.07830839
 0.22533564 0.13672905 0.02300742]"
482,12,60000,1.6,6,0.14078641520508473,0.27385842389323667,0.9172052381645295,[0.28415448 0.16399517 0.1224992  0.15016474 0.15585663 0.12332977]
483,12,60000,1.6,3,0.9878372862273995,0.11979828022421452,0.8500268406778504,[0.21699952 0.02120853 0.76179195]
484,12,60000,1.6,1,0.3591993469667958,0.7072219642718338,0.7816259889068473,[1.]
485,12,60000,1.6,1,0.6018151607591796,0.28371128549214175,0.7999184104591984,[1.]
486,12,60000,1.6,6,0.7630092392257982,0.64956911431677,0.8001059064694953,[0.29460109 0.01702766 0.12530268 0.04238277 0.40203216 0.11865365]
487,12,60000,1.6,6,0.863415500597541,0.017083966318716698,0.8809051607866446,[0.23879926 0.17273842 0.11872427 0.05892957 0.21622927 0.1945792 ]
488,12,60000,1.6,6,0.2797874880900053,0.8532595055310258,0.8288384542134872,[0.09638995 0.00701723 0.02330282 0.20208715 0.25145481 0.41974804]
489,12,60000,1.6,3,0.4906146036726178,0.10272100851942365,0.8836815479324263,[0.41034643 0.28648389 0.30316968]
490,12,60000,1.6,1,0.649396988743259,0.09298242046342753,0.8138588511575473,[1.]
491,12,60000,1.8,1,0.4136500819570209,0.34552693004165014,0.9131840273419402,[1.]
492,12,60000,1.8,1,0.11858115057732932,0.9894213763242002,0.8075789529945077,[1.]
493,12,60000,1.8,6,0.2065534828030161,0.6126482080739485,0.9118582451653083,[0.02926183 0.30179856 0.25508086 0.17397701 0.20556423 0.03431751]
494,12,60000,1.8,6,0.45858207203844115,0.07429899481388164,0.943625424319001,[0.09471775 0.28782981 0.16458098 0.13970185 0.06299225 0.25017737]
495,12,60000,1.8,1,0.6843048745691602,0.5746219076253648,0.9113173224047905,[1.]
496,12,60000,1.8,6,0.39582086963528074,0.13237571852741786,0.7554138242866454,[0.15267544 0.42625014 0.23474528 0.04481148 0.00608218 0.13543548]
497,12,60000,1.8,3,0.9708220090131312,0.028187781137098737,0.8746347634141381,[0.22097876 0.24312918 0.53589206]
498,12,60000,1.8,1,0.17652140213027023,0.7719734583478739,0.853236967996076,[1.]
499,12,60000,1.8,6,0.30445754689529436,0.6366384096651688,0.9046438482126089,[0.1288592  0.145081   0.20859614 0.04834504 0.33232694 0.13679167]
500,12,60000,1.8,9,0.3527084376985895,0.5992897647881327,0.8463289632347135,"[0.1002296  0.09953993 0.07864023 0.06522646 0.11168488 0.26771763
 0.0018042  0.19267273 0.08248433]"
501,13,10000,1.0,6,0.14557763702645032,0.41270574807199845,0.9063215424775182,[0.05082661 0.54625527 0.31448091 0.00236187 0.06963897 0.01643637]
502,13,10000,1.0,3,0.11837989893963707,0.2921795577676415,0.8194489877453813,[0.05152681 0.72776289 0.2207103 ]
503,13,10000,1.0,3,0.40624799129110123,0.2552266021733987,0.9106536625648356,[0.16898156 0.16063115 0.67038729]
504,13,10000,1.0,1,0.034970786317304325,0.13019530502794383,0.9329194295211773,[1.]
505,13,10000,1.0,6,0.09891431865971734,0.8011447622225785,0.8130084062774166,[0.0230336  0.070904   0.33824519 0.3795431  0.12245512 0.06581898]
506,13,10000,1.0,3,0.6320869569552717,0.5686505477556171,0.8676419325325934,[0.30751858 0.1561727  0.53630872]
507,13,10000,1.0,6,0.5464806189254703,0.7596210833979375,0.9228178247857411,[0.08916215 0.09815664 0.28752251 0.19448419 0.32249401 0.0081805 ]
508,13,10000,1.0,3,0.4112643184779716,0.6024640923446863,0.7558021181625454,[0.03859882 0.68127685 0.28012434]
509,13,10000,1.0,1,0.03402184935106667,0.36984697296952934,0.882596731720719,[1.]
510,13,10000,1.0,3,0.9323531820006071,0.5085507841719846,0.7819074537220924,[0.1954257  0.66503041 0.13954389]
511,13,10000,1.2,6,0.4423308305844753,0.9780380645961811,0.933986047094311,[0.21498498 0.15590197 0.08886062 0.23790398 0.13908266 0.16326579]
512,13,10000,1.2,1,0.3354221060432223,0.8023960012602482,0.7815800648170403,[1.]
513,13,10000,1.2,9,0.9943991449236834,0.4818962352517565,0.8387336268100343,"[0.20212624 0.1020953  0.0027805  0.10734039 0.05945346 0.1225472
 0.15078265 0.05999899 0.19287527]"
514,13,10000,1.2,9,0.6547966314480007,0.6212398448642207,0.9270816703067263,"[0.10436859 0.14799334 0.06877592 0.25724532 0.19462295 0.05853355
 0.07236189 0.00817414 0.0879243 ]"
515,13,10000,1.2,3,0.46684940143137876,0.5231791674952748,0.8123268568776274,[0.29358337 0.63849891 0.06791772]
516,13,10000,1.2,3,0.13503042675901877,0.3367378950329893,0.8637521464744239,[0.23490814 0.35744098 0.40765088]
517,13,10000,1.2,1,0.4300052345160893,0.2824793616756527,0.9432023250070134,[1.]
518,13,10000,1.2,3,0.29475214240930525,0.7948375212523496,0.7606768842574776,[0.01768936 0.03273081 0.94957983]
519,13,10000,1.2,9,0.038708344489968405,0.17925300501869168,0.8447745129494011,"[0.034767   0.02532094 0.25173256 0.00252381 0.14762066 0.10031061
 0.42692212 0.00162621 0.00917609]"
520,13,10000,1.2,1,0.8102020526075614,0.5285371953555313,0.8654691142525618,[1.]
521,13,10000,1.4,9,0.2781173258602119,0.5908705583160767,0.8384638684216473,"[0.0744019  0.09254338 0.11649677 0.08337055 0.04341179 0.02429882
 0.16133262 0.2273053  0.17683887]"
522,13,10000,1.4,6,0.4231195111103704,0.843604486047177,0.923590545660465,[0.27981162 0.40179391 0.11830896 0.04575576 0.06459335 0.0897364 ]
523,13,10000,1.4,3,0.6079393720016572,0.4002577332338311,0.8447591834167821,[0.11573258 0.19394335 0.69032407]
524,13,10000,1.4,9,0.8462700455444921,0.499132102414225,0.7719760033071439,"[0.06479318 0.08536172 0.03108435 0.14943576 0.02800158 0.21379189
 0.13859108 0.24826387 0.04067657]"
525,13,10000,1.4,3,0.4745758690467189,0.11033817828293137,0.8679176760873433,[0.5659303  0.01390873 0.42016097]
526,13,10000,1.4,9,0.7912894493805281,0.1074828919662613,0.8648300155417258,"[0.0064431  0.03214937 0.34965355 0.09819541 0.01063164 0.14170003
 0.10821525 0.19400121 0.05901044]"
527,13,10000,1.4,3,0.37963889174710874,0.6486382040026266,0.7946635425260543,[0.48214341 0.39235249 0.12550411]
528,13,10000,1.4,1,0.9407100485729313,0.7918738742404752,0.937993363571121,[1.]
529,13,10000,1.4,9,0.9644329363234427,0.9334331186283021,0.9196471614531764,"[0.17096001 0.12683199 0.02510813 0.07238671 0.11649544 0.08372114
 0.04744787 0.09556556 0.26148315]"
530,13,10000,1.4,3,0.24594318389971126,0.6747615376141716,0.8268142841382091,[0.18722632 0.01487254 0.79790114]
531,13,10000,1.6,3,0.5184447991110434,0.10610671344128651,0.9204008030488172,[0.12617241 0.65183051 0.22199709]
532,13,10000,1.6,6,0.43941079041522624,0.1932465455072418,0.7906778600204679,[0.20440513 0.21120113 0.14273186 0.19790269 0.03040134 0.21335785]
533,13,10000,1.6,9,0.07542961618354593,0.4192608094746551,0.9001626921175786,"[0.0090523  0.14167718 0.05317964 0.18005087 0.03679633 0.12478563
 0.11994063 0.31353641 0.02098102]"
534,13,10000,1.6,6,0.8674673828511753,0.7083609042761766,0.8147674693744051,[0.55799292 0.00327451 0.29103852 0.09781444 0.01630783 0.03357178]
535,13,10000,1.6,9,0.9503941835066371,0.9336900796481722,0.8449737246666744,"[0.07352152 0.0882199  0.03002756 0.31789126 0.02434051 0.29033369
 0.0575244  0.07945452 0.03868664]"
536,13,10000,1.6,3,0.6555508653054184,0.5060296575737838,0.8720839284206864,[0.3458512  0.09374128 0.56040752]
537,13,10000,1.6,3,0.7116519828938229,0.6242611924741533,0.7970208341769018,[0.72552018 0.08847471 0.18600511]
538,13,10000,1.6,1,0.17046674668754114,0.018189363194121927,0.9396070945291974,[1.]
539,13,10000,1.6,1,0.17349276342166964,0.5836316974409451,0.896841461530054,[1.]
540,13,10000,1.6,6,0.189829429699362,0.7516965652288856,0.8689948707582071,[0.09200223 0.04935342 0.15607482 0.34428701 0.34445152 0.01383099]
541,13,10000,1.8,3,0.041600091146289264,0.531985832299569,0.9121753216785322,[0.39954642 0.18634973 0.41410385]
542,13,10000,1.8,9,0.8177150147549643,0.46176543544629306,0.7682930199561496,"[0.0639287  0.01746307 0.03176488 0.09949955 0.30265909 0.35669098
 0.06665575 0.01747746 0.04386051]"
543,13,10000,1.8,1,0.13239164362321199,0.07352353217449054,0.911477275838538,[1.]
544,13,10000,1.8,1,0.9094887743121635,0.7316452804279229,0.9252499600236684,[1.]
545,13,10000,1.8,6,0.4981610695582621,0.974172351345713,0.7594276594201611,[0.09372999 0.19867414 0.18353335 0.47605347 0.03303667 0.01497239]
546,13,10000,1.8,1,0.5756821727526467,0.8092029337356997,0.8360473611679629,[1.]
547,13,10000,1.8,6,0.5134161750824847,0.48582369380363516,0.8410788516798459,[0.38391554 0.05312739 0.051549   0.02732053 0.42358143 0.06050611]
548,13,10000,1.8,1,0.9563637422495874,0.46482953898877793,0.8007822376490971,[1.]
549,13,10000,1.8,6,0.6037408319036202,0.12773106253145103,0.8958814258411687,[0.02617243 0.04325207 0.64955236 0.01201473 0.21543873 0.05356967]
550,13,10000,1.8,3,0.3164921706447166,0.379035585109603,0.8612054367171993,[0.72440775 0.25258516 0.02300709]
551,13,20000,1.0,6,0.706270191406355,0.5617696102360368,0.898679966120423,[0.20417314 0.28871709 0.00419417 0.07939612 0.33292116 0.09059832]
552,13,20000,1.0,1,0.438929426108674,0.6948100751572499,0.8855057665513973,[1.]
553,13,20000,1.0,3,0.9350424993923204,0.4626969172368352,0.9010750275565139,[0.36491882 0.08331317 0.55176801]
554,13,20000,1.0,6,0.6726899430983317,0.10741420649956944,0.7868868223254305,[0.23209154 0.19234609 0.0452152  0.02789824 0.10600084 0.39644808]
555,13,20000,1.0,9,0.5152816565022363,0.8977943821413676,0.8168050568176625,"[0.34716235 0.12995428 0.06382357 0.04975121 0.09067743 0.10303669
 0.01419625 0.1144429  0.08695532]"
556,13,20000,1.0,9,0.9098770268603315,0.25045538581500054,0.8195551710215763,"[0.02253312 0.03878569 0.06196509 0.31768516 0.09809019 0.28186038
 0.05571769 0.00465444 0.11870824]"
557,13,20000,1.0,9,0.05056128106432345,0.26071525880337243,0.7598973183666654,"[0.03581445 0.33891785 0.05226843 0.14068554 0.03224252 0.00667161
 0.15063234 0.1890798  0.05368747]"
558,13,20000,1.0,3,0.4989414961920964,0.04866243403785098,0.9230992608102738,[0.53360909 0.07583747 0.39055344]
559,13,20000,1.0,6,0.7733270558403201,0.7029458442405466,0.8608761407104124,[0.31393561 0.04562001 0.0218796  0.10324111 0.39061937 0.1247043 ]
560,13,20000,1.0,6,0.7147412661313488,0.19334416446454747,0.7658852575569617,[0.10617294 0.04363413 0.24835726 0.35565738 0.10894017 0.13723811]
561,13,20000,1.2,1,0.60143729786799,0.5704335956355232,0.8758240934097532,[1.]
562,13,20000,1.2,3,0.07131854628400158,0.6560292766315226,0.8736646902618322,[0.17594832 0.44490757 0.37914411]
563,13,20000,1.2,1,0.19094773964887657,0.14318315538358434,0.9439706567371491,[1.]
564,13,20000,1.2,3,0.23137393223840264,0.9019624818905538,0.7775032203604773,[0.1087848  0.10817236 0.78304284]
565,13,20000,1.2,9,0.03630298755294292,0.5415194523628653,0.8918852628634786,"[9.59559135e-02 9.96519639e-02 1.60449980e-01 2.88035820e-02
 2.26190289e-01 5.48932420e-06 1.09098871e-01 1.78640074e-01
 1.01203836e-01]"
566,13,20000,1.2,1,0.5552132139035,0.14871057416113154,0.857942992336662,[1.]
567,13,20000,1.2,3,0.5551963733377762,0.7491560157894078,0.8654862209132982,[0.20448192 0.40668714 0.38883094]
568,13,20000,1.2,3,0.8716023315316258,0.38563684828652156,0.7668666038906298,[0.10005925 0.34751083 0.55242991]
569,13,20000,1.2,9,0.5803093655737401,0.6701108998936376,0.8225709976638719,"[0.1297499  0.04870158 0.04994617 0.3282086  0.29616491 0.04255004
 0.00459182 0.04675099 0.05333599]"
570,13,20000,1.2,9,0.07902433118004315,0.9249157946412846,0.930719178182812,"[0.05744077 0.27094843 0.18907168 0.04557458 0.03018807 0.15670331
 0.11688251 0.03537271 0.09781794]"
571,13,20000,1.4,6,0.24725300838541475,0.35640959047464393,0.7540291559825473,[0.06038254 0.1194786  0.31207899 0.02174723 0.03352532 0.45278732]
572,13,20000,1.4,3,0.1122396841464085,0.662531248854847,0.9424185283612045,[0.09050205 0.71310233 0.19639561]
573,13,20000,1.4,9,0.17106412558732598,0.04029097758696784,0.8172729412387109,"[0.05647127 0.03206281 0.09819564 0.00860029 0.04977839 0.28021771
 0.1288797  0.25879886 0.08699533]"
574,13,20000,1.4,6,0.6522720648866724,0.15930626843599016,0.8136856161479804,[0.01857459 0.06098847 0.58870491 0.24561658 0.07390662 0.01220883]
575,13,20000,1.4,3,0.24101521737801823,0.7347439039019138,0.9000383935064385,[0.23232873 0.21474876 0.55292252]
576,13,20000,1.4,6,0.025620118066955522,0.37224936176673507,0.928613985486997,[0.06620122 0.08054437 0.09925572 0.08670883 0.64622347 0.02106639]
577,13,20000,1.4,9,0.19832541878783938,0.8635700153728648,0.9277917370556832,"[0.12557328 0.2133469  0.24913017 0.03020042 0.08115225 0.01185024
 0.13077108 0.06573127 0.09224439]"
578,13,20000,1.4,1,0.2889771700556518,0.48753148585092315,0.8000793889882454,[1.]
579,13,20000,1.4,3,0.8543679223666146,0.7972281010389877,0.9236666672990226,[0.50118192 0.19139442 0.30742366]
580,13,20000,1.4,6,0.35252073873876777,0.7769953986745236,0.8024421906628243,[0.17880898 0.03378245 0.00563206 0.0051285  0.72470327 0.05194473]
581,13,20000,1.6,1,0.8375525551043846,0.5092460503593103,0.8409144597396325,[1.]
582,13,20000,1.6,3,0.567605899149809,0.5364203394670815,0.9200981744034384,[0.50561868 0.19435331 0.30002802]
583,13,20000,1.6,6,0.0552083508806509,0.7610392487256906,0.8037509740169833,[0.08686244 0.16427511 0.18903383 0.13175496 0.03556911 0.39250456]
584,13,20000,1.6,9,0.6901577941706424,0.8339160543295081,0.8257129840262334,"[0.07512649 0.42114649 0.16161044 0.13237829 0.00145014 0.02390959
 0.07650777 0.05828156 0.04958923]"
585,13,20000,1.6,6,0.22395835608537162,0.5873497010573208,0.7582205862915299,[0.03371518 0.15057994 0.42206129 0.15604904 0.02116417 0.21643038]
586,13,20000,1.6,1,0.7823133987082266,0.060952490930067715,0.8799708117110882,[1.]
587,13,20000,1.6,9,0.680917635101041,0.5500336321525927,0.9438241932045326,"[0.01510525 0.20666706 0.3892502  0.04215471 0.01644825 0.05746649
 0.18246934 0.03841901 0.05201968]"
588,13,20000,1.6,6,0.7888191202710845,0.917039401536851,0.8172308126796818,[0.0955195  0.17211722 0.18138172 0.27898136 0.15716236 0.11483784]
589,13,20000,1.6,3,0.43434010222004127,0.0709366286318776,0.8600580411565582,[0.79122809 0.07403014 0.13474177]
590,13,20000,1.6,1,0.9324766618495285,0.7225624581310788,0.8050472574274807,[1.]
591,13,20000,1.8,1,0.8165732894559501,0.7155013477996824,0.9459316789805898,[1.]
592,13,20000,1.8,3,0.7230499999447428,0.5154032032474027,0.7800121297316295,[0.42753827 0.12599145 0.44647027]
593,13,20000,1.8,6,0.9694321085240668,0.802402576454642,0.7605888666092374,[0.45806998 0.01659755 0.24935227 0.16493738 0.04010035 0.07094247]
594,13,20000,1.8,6,0.1665238130359239,0.6189434801508953,0.9361058284032762,[0.10839287 0.25656035 0.12259249 0.10850813 0.21844648 0.18549968]
595,13,20000,1.8,9,3.535920418917815e-05,0.48626667779314736,0.9130987877775258,"[0.01071514 0.09721323 0.0340402  0.04794188 0.00241753 0.43300119
 0.08816512 0.08728364 0.19922208]"
596,13,20000,1.8,9,0.5149869194146097,0.24781460271815858,0.9439195442063225,"[0.02343884 0.12272773 0.12248145 0.41961023 0.07922354 0.11089732
 0.01968186 0.06293766 0.03900137]"
597,13,20000,1.8,1,0.08243448366073935,0.21158336437010727,0.7532519903033892,[1.]
598,13,20000,1.8,1,0.9647305291353745,0.0423316356867012,0.8047213047334254,[1.]
599,13,20000,1.8,3,0.8060121822753772,0.8918581584917079,0.772380440170977,[0.10733527 0.01073953 0.8819252 ]
600,13,20000,1.8,1,0.7652263468320906,0.7280583511541941,0.7574504681167735,[1.]
601,13,40000,1.0,3,0.3297688203431117,0.9563080646260914,0.886818697018804,[0.13419693 0.77895937 0.08684369]
602,13,40000,1.0,6,0.9838218905360754,0.6405396848669705,0.766056235357925,[0.03092986 0.10212997 0.13221982 0.63024178 0.06781535 0.03666322]
603,13,40000,1.0,9,0.33316404625567186,0.10262425793016611,0.8916678151221546,"[0.16861021 0.0645377  0.12408885 0.12654664 0.26188712 0.07950739
 0.025358   0.03507261 0.11439147]"
604,13,40000,1.0,6,0.6971565237233343,0.3941331866722826,0.8408386525610904,[0.04057342 0.18161333 0.07348579 0.43894571 0.17759967 0.08778207]
605,13,40000,1.0,9,0.8821460101925976,0.600601231220227,0.7633605540686025,"[0.15169554 0.01263758 0.33796419 0.02593771 0.01795366 0.11823795
 0.13636315 0.11800882 0.08120141]"
606,13,40000,1.0,6,0.37456616189659975,0.8582343810103285,0.9322952742164456,[0.11708431 0.1578118  0.24063735 0.05629392 0.16738256 0.26079006]
607,13,40000,1.0,1,0.6878261003101879,0.1808278235846764,0.8910854010146214,[1.]
608,13,40000,1.0,1,0.6326891959544175,0.143287832057121,0.9200821894843995,[1.]
609,13,40000,1.0,6,0.7472953119054266,0.8776297330516383,0.8280348562686206,[0.09788613 0.14651915 0.35012877 0.0774143  0.20024775 0.1278039 ]
610,13,40000,1.0,9,0.3007371588540433,0.24775051191964834,0.8699034845113993,"[0.41432921 0.05792326 0.08981725 0.10066993 0.03000268 0.12363338
 0.10991849 0.03856164 0.03514416]"
611,13,40000,1.2,1,0.5975514588261974,0.12234561331613777,0.7832477520772197,[1.]
612,13,40000,1.2,3,0.8007485505009918,0.6944123262629144,0.9433243112523478,[0.64471517 0.3435284  0.01175643]
613,13,40000,1.2,6,0.9347066605390888,0.3323064730246813,0.8036629358921423,[0.31503051 0.1288924  0.22453693 0.1474872  0.04491658 0.13913638]
614,13,40000,1.2,1,0.3369262304110068,0.6266997832354914,0.8745559275085479,[1.]
615,13,40000,1.2,3,0.07710658125040548,0.3019192590964558,0.8539539976761872,[0.1375791  0.56778168 0.29463923]
616,13,40000,1.2,1,0.9835583943710055,0.3324135443594174,0.8086977245913338,[1.]
617,13,40000,1.2,9,0.28826407782611607,0.5238862288213645,0.9150157127769024,"[0.18938788 0.09678575 0.08708393 0.35393517 0.00237957 0.09387499
 0.11772679 0.0188264  0.03999952]"
618,13,40000,1.2,6,0.613189899642527,0.3389454661284247,0.767532204287542,[0.14211397 0.16532673 0.22804979 0.02242986 0.40116324 0.04091641]
619,13,40000,1.2,9,0.2672678708533348,0.6057830590298937,0.8978347111809948,"[0.10379691 0.01721535 0.07098869 0.17739457 0.02281997 0.08393613
 0.06159503 0.38947183 0.07278152]"
620,13,40000,1.2,1,0.214118339888002,0.5749894715013009,0.9081726306513553,[1.]
621,13,40000,1.4,3,0.6099236774942101,0.01720561840715407,0.7534321839283453,[0.68937228 0.20131294 0.10931478]
622,13,40000,1.4,1,0.6177280581528122,0.3495197789503981,0.9279084340873621,[1.]
623,13,40000,1.4,3,0.3689500083923487,0.9643969667760928,0.8473482579976425,[0.17674238 0.31368954 0.50956809]
624,13,40000,1.4,6,0.9126185596638536,0.2764719825602298,0.9197552914577141,[0.13365026 0.1554646  0.05722786 0.03465172 0.31042006 0.3085855 ]
625,13,40000,1.4,3,0.11576098759907028,0.827794197271263,0.9114348207447771,[0.01654176 0.76629359 0.21716465]
626,13,40000,1.4,3,0.5276297403052693,0.44037965978123067,0.7674162568776163,[0.28692387 0.27133703 0.44173911]
627,13,40000,1.4,6,0.3442826397043314,0.7089274974261606,0.8830176714185058,[0.09495053 0.04966719 0.04130187 0.50548512 0.09162344 0.21697186]
628,13,40000,1.4,9,0.8441521147683151,0.5064413856098585,0.7534436232709043,"[0.14892488 0.04521018 0.1442637  0.07068343 0.0218422  0.09758419
 0.13130448 0.09231085 0.2478761 ]"
629,13,40000,1.4,1,0.5080839549789999,0.1502776630220011,0.7958021238511472,[1.]
630,13,40000,1.4,9,0.7184587524654801,0.1686458102081005,0.8011725118543165,"[0.14398868 0.14227053 0.06925742 0.05600912 0.22875315 0.21052434
 0.03117103 0.05026717 0.06775855]"
631,13,40000,1.6,9,0.9152647422741889,0.550015323374178,0.942761071147579,"[0.07992391 0.18269135 0.04809361 0.18785938 0.07137131 0.06788944
 0.26246687 0.0033962  0.09630793]"
632,13,40000,1.6,1,0.4861409449710732,0.6939190088009879,0.8939914061440735,[1.]
633,13,40000,1.6,6,0.7395540144479954,0.6866922953555635,0.7572793586911786,[0.02770767 0.53859354 0.1840443  0.13500892 0.03370442 0.08094116]
634,13,40000,1.6,9,0.5787317752729575,0.6274307853384681,0.8436507152232467,"[0.07646996 0.06606986 0.16741193 0.02821177 0.08268508 0.28775028
 0.14279541 0.12955434 0.01905137]"
635,13,40000,1.6,9,0.8908655164215933,0.24175836560297112,0.8955254721330328,"[0.00922282 0.04811942 0.02320646 0.04390834 0.21986606 0.16508083
 0.25872874 0.03216834 0.199699  ]"
636,13,40000,1.6,6,0.8887519077343773,0.5633593488318941,0.8158542170496195,[0.48805629 0.09058765 0.16346381 0.13166181 0.08411092 0.04211951]
637,13,40000,1.6,3,0.035470599216372745,0.12146171586667312,0.8381859392825877,[0.03965496 0.84648626 0.11385878]
638,13,40000,1.6,3,0.6175411665509254,0.8343124102679792,0.8102907319742664,[0.12611036 0.50344353 0.37044611]
639,13,40000,1.6,9,0.3909365375294629,0.2390487832768402,0.7759863101566893,"[0.12365379 0.0003832  0.06122605 0.04560466 0.20022038 0.25225394
 0.19681699 0.11160767 0.00823332]"
640,13,40000,1.6,9,0.9639396130097171,0.5462188189759007,0.7765878837954471,"[0.19052571 0.2765685  0.14916655 0.02475382 0.07578573 0.09967665
 0.04086806 0.02401734 0.11863764]"
641,13,40000,1.8,3,0.04560929221104604,0.9620563222402249,0.7593491688796862,[0.26413062 0.58448169 0.15138769]
642,13,40000,1.8,1,0.8246693881605649,0.4595999298366206,0.7616007174412406,[1.]
643,13,40000,1.8,3,0.6775946714109055,0.4942914544497254,0.9300794645510059,[0.08522414 0.15603154 0.75874432]
